bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Default Bot,gemini-flash-2.0 P6,0,2,0,2,21,1.248617172241211,DefaultBot,gemini-flash-2.0
Negamax5 P10,o3 P10,2,0,0,2,35,16.157947301864624,Negamax5,o3
Default Bot,gpt4o P8,0,2,0,2,19,5.284977197647095,DefaultBot,gpt4o
claude3.7-sonnet-thinking P6,gemini-flash-2.0 P8,2,0,0,2,23,8.202733755111694,claude3.7-sonnet-thinking,gemini-flash-2.0
Negamax4 P8,gemini-flash-2.0-thinking P8,0,1,1,2,80,19.4692485332489,Negamax4,gemini-flash-2.0-thinking
LeChat P8,Negamax3 P8,1,1,0,2,32,8.216735124588013,LeChat,Negamax3
Negamax4 P6,o3-mini-high P6,0,2,0,2,67,8.47925877571106,Negamax4,o3-mini-high
Negamax5 P8,claude3.7-sonnet-thinking P8,0,1,1,2,77,17.593581676483154,Negamax5,claude3.7-sonnet-thinking
LeChat P6,o3-mini-high P6,0,2,0,2,67,5.79651951789856,LeChat,o3-mini-high
Negamax2 P8,o4-mini-high P10,0,2,0,2,53,7.564171314239502,Negamax2,o4-mini-high
Negamax4 P4 T0.25,claude3.7-sonnet P8,0,1,1,2,74,10.09439992904663,Negamax4,claude3.7-sonnet
Negamax3 P6,o1 P6,1,1,0,2,82,13.332682847976685,Negamax3,o1
claude3.7-sonnet-thinking P6,gemini-flash-2.0-thinking P8,2,0,0,2,65,28.58755111694336,claude3.7-sonnet-thinking,gemini-flash-2.0-thinking
Default Bot,Negamax P6,0,2,0,2,23,4.494389057159424,DefaultBot,Negamax
Negamax2 P6,gpt4o P8,0,2,0,2,59,17.950101137161255,Negamax2,gpt4o
gemini-flash-2.0-thinking P8,o3 P6,2,0,0,2,45,22.471999406814575,gemini-flash-2.0-thinking,o3
Negamax3 P6,Negamax3 P8,1,1,0,2,76,2.216189384460449,Negamax3,Negamax3
claude3.7-sonnet-thinking P8,gemini-flash-2.0 P8,2,0,0,2,23,11.797051668167114,claude3.7-sonnet-thinking,gemini-flash-2.0
Negamax4 P10,gemini-flash-2.0 P8,1,0,1,2,61,27.506956815719604,Negamax4,gemini-flash-2.0
Gemini2.5 Flash Thinking P8,Negamax5 P6,0,1,1,2,49,1.7236502170562744,Gemini2.5 Flash Thinking,Negamax5
Gemini2.5 Pro P4 T0.25,o3 P8,1,0,1,2,75,15.14284348487854,Gemini2.5 Pro,o3
Gemma2 P6,Negamax4 P6,0,2,0,2,59,2.3432140350341797,Gemma2,Negamax4
Negamax4 P4 T0.25,Negamax5B P10,0,1,1,2,83,8.135215044021606,Negamax4,Negamax5B
gemini-flash-2.0-thinking P6,gpt4o P10,0,2,0,2,49,24.3096706867218,gemini-flash-2.0-thinking,gpt4o
Gemini2.5 Pro P6 T0.25,o3-mini-high P6,0,2,0,2,67,13.751238107681274,Gemini2.5 Pro,o3-mini-high
claude3.7-sonnet P6,o1 P6,0,2,0,2,39,10.415930986404419,claude3.7-sonnet,o1
o1 P8,o4-mini-high P12,0,2,0,2,65,37.397340297698975,o1,o4-mini-high
Negamax5 P6,gpt4o P8,0,1,1,2,81,17.570577144622803,Negamax5,gpt4o
Gemma2 P8,gpt4o P6,0,2,0,2,41,25.728808641433716,Gemma2,gpt4o
gemini-flash-2.0-thinking P6,o4-mini-high P10,1,1,0,2,70,4.119876384735107,gemini-flash-2.0-thinking,o4-mini-high
Negamax5 P6,gemini-pro-2.0 P8,1,1,0,2,58,18.559667587280273,Negamax5,gemini-pro-2.0
gpt4o P10,gpt4o P6,1,1,0,2,78,32.30039668083191,gpt4o,gpt4o
Negamax2 P8,r1 T0.5,2,0,0,2,17,5.996546745300293,Negamax2,r1
Negamax P6,gemini-flash-2.0 P8,2,0,0,2,17,7.626688480377197,Negamax,gemini-flash-2.0
Gemma2 P6,o3-mini-high P6,0,2,0,2,23,4.699930191040039,Gemma2,o3-mini-high
LeChat P6,claude3.7-sonnet P6,1,1,0,2,50,8.749791622161865,LeChat,claude3.7-sonnet
Gemini2.5 Flash Thinking P6,Gemini2.5 Flash Thinking P8,1,1,0,2,62,3.66032075881958,Gemini2.5 Flash Thinking,Gemini2.5 Flash Thinking
claude3.7-sonnet P10,r1 T0.25,2,0,0,2,43,17.047026872634888,claude3.7-sonnet,r1
Qwen3 P6,claude3.7-sonnet-thinking P8,0,2,0,2,51,19.049206495285034,Qwen3,claude3.7-sonnet-thinking
Negamax2 P6,QwQ P6,0,2,0,2,41,16.033433198928833,Negamax2,QwQ
Negamax5 P10,same.dev P6,0,0,2,2,84,14.074762344360352,Negamax5,same.dev
Negamax2 P8,Negamax5B P10,0,1,1,2,72,19.037699222564697,Negamax2,Negamax5B
Negamax5B P8,o4-mini-high P8,0,1,1,2,72,2.1811952590942383,Negamax5B,o4-mini-high
Negamax5B P8,claude3.7-sonnet P8,1,1,0,2,72,11.707551956176758,Negamax5B,claude3.7-sonnet
Negamax5B P10,o4-mini-high P10,1,0,1,2,83,11.32802677154541,Negamax5B,o4-mini-high
QwQ P6,gemini-pro-2.0 P6,2,0,0,2,67,19.510750770568848,QwQ,gemini-pro-2.0
LeChat P6,o3 P10,2,0,0,2,35,9.211828470230103,LeChat,o3
Negamax4 P4 T0.25,Negamax5 P8,1,0,1,2,80,1.606140375137329,Negamax4,Negamax5
LeChat P6,claude3.7-sonnet-thinking P8,0,1,1,2,77,14.527793884277344,LeChat,claude3.7-sonnet-thinking
gemini-flash-2.0 P8,o3 P10,0,2,0,2,25,11.540040016174316,gemini-flash-2.0,o3
Gemma2 P6,o4-mini-high P6,0,2,0,2,35,1.6966454982757568,Gemma2,o4-mini-high
claude3.7-sonnet P6,gpt4o P6,1,1,0,2,68,26.924899339675903,claude3.7-sonnet,gpt4o
Qwen3 P6,Random Bot,2,0,0,2,23,3.625314474105835,Qwen3,RandomBot
Gemma2 P6,Random Bot,2,0,0,2,19,1.3556132316589355,Gemma2,RandomBot
Gemini2.5 Flash Thinking P8,gpt4o P10,0,1,1,2,49,14.431289434432983,Gemini2.5 Flash Thinking,gpt4o
o1 P8,o3-mini-high P6,0,2,0,2,69,22.89654040336609,o1,o3-mini-high
Negamax2 P8,Negamax5B P6,0,2,0,2,67,3.9583494663238525,Negamax2,Negamax5B
gemini-flash-2.0-thinking P6,o3 P8,1,1,0,2,46,10.393919706344604,gemini-flash-2.0-thinking,o3
Negamax5B P6,QwQ P6,1,1,0,2,70,16.58247995376587,Negamax5B,QwQ
Negamax P6,Negamax2 P8,1,1,0,2,76,6.88611102104187,Negamax,Negamax2
gemini-pro-2.0 P8,r1 T0.25,2,0,0,2,19,10.649940013885498,gemini-pro-2.0,r1
claude3.7-sonnet P10,o3 P6,1,1,0,2,20,4.70491361618042,claude3.7-sonnet,o3
Negamax4 P10,gemini-pro-2.0 P8,0,1,1,2,75,49.46940851211548,Negamax4,gemini-pro-2.0
gemini-flash-2.0 P8,gemini-flash-2.0-thinking P6,0,2,0,2,47,10.087395429611206,gemini-flash-2.0,gemini-flash-2.0-thinking
Negamax5 P8,Negamax5B P8,0,0,2,2,84,3.0577809810638428,Negamax5,Negamax5B
Gemini2.5 Pro P6,gemini-flash-2.0 P8,2,0,0,2,29,10.219908952713013,Gemini2.5 Pro,gemini-flash-2.0
Gemini2.5 Pro P6,claude3.7-sonnet-thinking P6,0,1,1,2,82,14.260268688201904,Gemini2.5 Pro,claude3.7-sonnet-thinking
gemini-flash-2.0-thinking P6,o1 P6,0,2,0,2,59,12.48761534690857,gemini-flash-2.0-thinking,o1
o3 P8,o4-mini-high P10,0,2,0,2,27,8.122223854064941,o3,o4-mini-high
QwQ P6,o4-mini-high P10,1,1,0,2,70,22.052478551864624,QwQ,o4-mini-high
claude3.7-sonnet P10,gemini-flash-2.0-thinking P8,0,2,0,2,33,17.188547372817993,claude3.7-sonnet,gemini-flash-2.0-thinking
Negamax2 P8,gpt4o P8,0,2,0,2,63,20.179811000823975,Negamax2,gpt4o
Negamax4 P8,gemini-flash-2.0 P6,1,0,1,2,81,4.650422096252441,Negamax4,gemini-flash-2.0
claude3.7-sonnet P10,gemini-flash-2.0-thinking P6,1,1,0,2,44,9.160825490951538,claude3.7-sonnet,gemini-flash-2.0-thinking
o4-mini-high P8,r1 T0.5,1,0,1,2,53,13.256688117980957,o4-mini-high,r1
Negamax4 P4 T0.25,o4-mini-high P6,1,0,1,2,80,0.09750962257385254,Negamax4,o4-mini-high
Negamax4 P8,claude3.7-sonnet P10,1,1,0,2,50,9.59486198425293,Negamax4,claude3.7-sonnet
LeChat P8,gemini-pro-2.0 P6,0,1,1,2,49,6.079058408737183,LeChat,gemini-pro-2.0
o3 P10,o4-mini-high P8,0,2,0,2,27,6.854129314422607,o3,o4-mini-high
Negamax4 P8,o3-mini-high P6,0,1,1,2,77,6.45558500289917,Negamax4,o3-mini-high
Negamax3 P6,gemini-pro-2.0 P8,0,2,0,2,43,16.341959953308105,Negamax3,gemini-pro-2.0
Random Bot,gemini-flash-2.0-thinking P6,0,2,0,2,19,0.928098201751709,RandomBot,gemini-flash-2.0-thinking
Negamax3 P6,r1 T0.25,2,0,0,2,17,4.168384790420532,Negamax3,r1
claude3.7-sonnet P6,gemini-pro-2.0 P6,0,2,0,2,31,7.698204278945923,claude3.7-sonnet,gemini-pro-2.0
Negamax4 P8,gemini-pro-2.0 P6,1,0,1,2,76,8.217261552810669,Negamax4,gemini-pro-2.0
Gemini2.5 Pro P4 T0.25,o4-mini-high P8,0,1,1,2,77,1.419128656387329,Gemini2.5 Pro,o4-mini-high
Gemini2.5 Flash Thinking P6,Negamax5B P10,0,2,0,2,49,10.80098819732666,Gemini2.5 Flash Thinking,Negamax5B
Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6 T0.25,1,1,0,2,68,6.630114555358887,Gemini2.5 Pro,Gemini2.5 Pro
Negamax5 P8,gemini-flash-2.0-thinking P8,1,1,0,2,76,16.34397530555725,Negamax5,gemini-flash-2.0-thinking
LeChat P10,gemini-flash-2.0-thinking P6,0,2,0,2,59,12.10860562324524,LeChat,gemini-flash-2.0-thinking
Gemini2.5 Pro P6 T0.25,Negamax5B P8,2,0,0,2,75,6.077057123184204,Gemini2.5 Pro,Negamax5B
Gemini2.5 Flash Thinking P8,gpt4o P8,0,2,0,2,49,13.590730428695679,Gemini2.5 Flash Thinking,gpt4o
gemini-pro-2.0 P6,o3 P8,1,1,0,2,52,12.891674518585205,gemini-pro-2.0,o3
Negamax2 P6,o3 P8,1,1,0,2,50,10.99100637435913,Negamax2,o3
claude3.7-sonnet P8,gpt4o P10,1,1,0,2,48,22.605035305023193,claude3.7-sonnet,gpt4o
Negamax5 P8,o1 P6,1,0,1,2,84,8.262253999710083,Negamax5,o1
claude3.7-sonnet P8,o3 P10,1,1,0,2,24,9.80989146232605,claude3.7-sonnet,o3
claude3.7-sonnet P8,o3 P6,1,1,0,2,20,4.701923131942749,claude3.7-sonnet,o3
Gemma2 P8,o4-mini-high P10,0,2,0,2,41,15.246892213821411,Gemma2,o4-mini-high
Negamax3 P6,claude3.7-sonnet P6,0,2,0,2,43,6.706111431121826,Negamax3,claude3.7-sonnet
Gemini2.5 Flash Thinking P8,gemini-flash-2.0 P8,0,1,1,2,49,7.309164762496948,Gemini2.5 Flash Thinking,gemini-flash-2.0
LeChat P6,Negamax4 P4 T0.25,0,1,1,2,80,0.9165842533111572,LeChat,Negamax4
Negamax5B P6,o3-mini-high P6,0,2,0,2,67,5.096961259841919,Negamax5B,o3-mini-high
Default Bot,Qwen3 P6,0,2,0,2,17,1.889672040939331,DefaultBot,Qwen3
Negamax5 P10,gpt4o P6,0,1,1,2,76,23.59912872314453,Negamax5,gpt4o
claude3.7-sonnet P10,same.dev P6,1,1,0,2,34,7.349154949188232,claude3.7-sonnet,same.dev
Negamax4 P4 T0.25,gpt4o P8,0,1,1,2,81,18.01763343811035,Negamax4,gpt4o
Gemini2.5 Flash Thinking P6,claude3.7-sonnet P10,0,2,0,2,27,4.822428464889526,Gemini2.5 Flash Thinking,claude3.7-sonnet
Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P8,0,2,0,2,29,7.8376970291137695,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
Negamax5B P6,o1 P6,2,0,0,2,81,4.190375328063965,Negamax5B,o1
Negamax4 P4 T0.25,Negamax5 P6,0,0,2,2,84,0.31552910804748535,Negamax4,Negamax5
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P8,2,0,0,2,59,10.409942150115967,Gemini2.5 Pro,claude3.7-sonnet
Negamax5B P6,gemini-flash-2.0-thinking P6,2,0,0,2,63,3.08677339553833,Negamax5B,gemini-flash-2.0-thinking
Negamax4 P10,Qwen3 P6,2,0,0,2,43,138.8712339401245,Negamax4,Qwen3
Negamax4 P6,claude3.7-sonnet-thinking P8,0,1,1,2,81,14.723826885223389,Negamax4,claude3.7-sonnet-thinking
Gemini2.5 Pro P6,Gemini2.5 Pro P6 T0.25,1,1,0,2,40,10.21291708946228,Gemini2.5 Pro,Gemini2.5 Pro
Negamax5 P10,claude3.7-sonnet-thinking P8,0,1,1,2,81,22.82905673980713,Negamax5,claude3.7-sonnet-thinking
Negamax5B P8,r1 T0.25,1,0,1,2,61,16.279976844787598,Negamax5B,r1
Negamax P6,r1 T0.25,2,0,0,2,17,8.02172064781189,Negamax,r1
Negamax5B P6,gpt4o P8,0,1,1,2,81,17.112048864364624,Negamax5B,gpt4o
Gemini2.5 Flash Thinking P8,Negamax3 P8,1,1,0,2,44,7.933212757110596,Gemini2.5 Flash Thinking,Negamax3
LeChat P10,r1 T0.25,2,0,0,2,33,17.556593418121338,LeChat,r1
Negamax4 P10,Negamax5B P10,0,0,2,2,84,31.561843633651733,Negamax4,Negamax5B
Negamax5 P10,o4-mini-high P10,1,0,1,2,83,11.75206446647644,Negamax5,o4-mini-high
LeChat P6,gemini-flash-2.0 P6,2,0,0,2,45,3.0957884788513184,LeChat,gemini-flash-2.0
LeChat P8,o3 P8,2,0,0,2,27,9.37934136390686,LeChat,o3
Negamax P6,claude3.7-sonnet P8,0,2,0,2,43,13.095680952072144,Negamax,claude3.7-sonnet
Negamax5B P10,same.dev P6,0,0,2,2,84,12.022083759307861,Negamax5B,same.dev
Random Bot,claude3.7-sonnet P10,0,2,0,2,17,2.451728582382202,RandomBot,claude3.7-sonnet
Gemini2.5 Pro P6 T0.25,gemini-pro-2.0 P8,0,2,0,2,53,22.31652307510376,Gemini2.5 Pro,gemini-pro-2.0
Gemma2 P8,r1 T0.25,2,0,0,2,21,13.236193180084229,Gemma2,r1
gpt4o P10,o3-mini-high P6,1,1,0,2,60,22.80706810951233,gpt4o,o3-mini-high
Gemini2.5 Flash Thinking P8,o3 P8,0,1,1,2,55,9.980396747589111,Gemini2.5 Flash Thinking,o3
Negamax4 P6,Negamax5B P8,1,1,0,2,76,1.879671573638916,Negamax4,Negamax5B
Negamax5 P10,Negamax5 P8,0,0,2,2,84,9.3183434009552,Negamax5,Negamax5
Negamax5 P6,gemini-flash-2.0 P8,1,0,1,2,61,7.427673578262329,Negamax5,gemini-flash-2.0
LeChat P10,gemini-pro-2.0 P6,0,1,1,2,49,11.075498580932617,LeChat,gemini-pro-2.0
o4-mini-high P12,o4-mini-high P8,0,0,2,2,84,9.635867595672607,o4-mini-high,o4-mini-high
o3 P8,r1 T0.25,2,0,0,2,25,10.070412397384644,o3,r1
Negamax4 P6,o3 P10,2,0,0,2,33,6.84661340713501,Negamax4,o3
claude3.7-sonnet P6,o3 P8,1,1,0,2,24,8.43175721168518,claude3.7-sonnet,o3
Negamax P6,o1 P8,0,2,0,2,59,32.682451486587524,Negamax,o1
LeChat P6,Negamax2 P8,1,0,1,2,71,7.372152328491211,LeChat,Negamax2
Negamax5 P10,Negamax5B P10,0,0,2,2,84,13.708732604980469,Negamax5,Negamax5B
LeChat P8,Negamax5B P8,0,0,2,2,84,6.663092851638794,LeChat,Negamax5B
gemini-flash-2.0 P6,o4-mini-high P12,0,1,1,2,81,16.690996408462524,gemini-flash-2.0,o4-mini-high
Qwen3 P6,claude3.7-sonnet P8,0,2,0,2,31,7.491168737411499,Qwen3,claude3.7-sonnet
claude3.7-sonnet-thinking P8,r1 T0.5,2,0,0,2,29,13.787242412567139,claude3.7-sonnet-thinking,r1
gpt4o P10,r1 T0.25,2,0,0,2,33,20.962378978729248,gpt4o,r1
Default Bot,Negamax5 P6,0,2,0,2,17,0.2270190715789795,DefaultBot,Negamax5
Gemini2.5 Pro P6 T0.25,Negamax3 P6,2,0,0,2,55,6.11004114151001,Gemini2.5 Pro,Negamax3
Negamax5B P6,r1 T0.5,2,0,0,2,47,11.772059917449951,Negamax5B,r1
claude3.7-sonnet-thinking P8,same.dev P6,1,0,1,2,51,12.272599935531616,claude3.7-sonnet-thinking,same.dev
claude3.7-sonnet P6,claude3.7-sonnet-thinking P8,0,2,0,2,47,15.69491696357727,claude3.7-sonnet,claude3.7-sonnet-thinking
Negamax5 P8,gpt4o P8,0,1,1,2,81,18.1111319065094,Negamax5,gpt4o
Gemini2.5 Pro P6,LeChat P8,2,0,0,2,73,12.86465048789978,Gemini2.5 Pro,LeChat
LeChat P6,o1 P8,1,0,1,2,82,26.25086212158203,LeChat,o1
LeChat P6,Negamax4 P6,0,1,1,2,76,1.0785932540893555,LeChat,Negamax4
Gemini2.5 Flash Thinking P6,o4-mini-high P12,0,2,0,2,33,7.898204803466797,Gemini2.5 Flash Thinking,o4-mini-high
Negamax4 P6,gpt4o P10,0,2,0,2,79,19.180725574493408,Negamax4,gpt4o
gpt4o P6,o4-mini-high P12,0,0,2,2,84,32.86695981025696,gpt4o,o4-mini-high
Gemini2.5 Flash Thinking P8,o4-mini-high P8,0,1,1,2,49,1.5356342792510986,Gemini2.5 Flash Thinking,o4-mini-high
Negamax3 P6,Negamax5 P10,0,2,0,2,61,16.143934965133667,Negamax3,Negamax5
Gemini2.5 Pro P4 T0.25,claude3.7-sonnet P6,2,0,0,2,57,10.134907007217407,Gemini2.5 Pro,claude3.7-sonnet
o3 P10,o3 P6,0,2,0,2,39,13.172665119171143,o3,o3
Negamax5B P6,claude3.7-sonnet P8,0,1,1,2,74,10.705451965332031,Negamax5B,claude3.7-sonnet
Negamax4 P6,gemini-flash-2.0 P8,1,0,1,2,61,7.185638904571533,Negamax4,gemini-flash-2.0
Qwen3 P6,o3 P10,1,1,0,2,32,10.529435157775879,Qwen3,o3
Negamax3 P8,gemini-flash-2.0 P8,1,1,0,2,36,8.433751344680786,Negamax3,gemini-flash-2.0
Negamax4 P4 T0.25,gemini-flash-2.0-thinking P8,0,1,1,2,74,13.957245111465454,Negamax4,gemini-flash-2.0-thinking
gemini-flash-2.0 P8,gpt4o P6,0,1,1,2,53,18.421645402908325,gemini-flash-2.0,gpt4o
Default Bot,gpt4o P10,0,2,0,2,17,7.89820408821106,DefaultBot,gpt4o
gemini-flash-2.0 P8,gemini-flash-2.0-thinking P8,0,2,0,2,45,21.250409841537476,gemini-flash-2.0,gemini-flash-2.0-thinking
LeChat P6,Negamax5B P10,0,0,2,2,84,9.764366149902344,LeChat,Negamax5B
Negamax3 P8,claude3.7-sonnet P6,0,2,0,2,43,16.460967302322388,Negamax3,claude3.7-sonnet
Negamax3 P8,r1 T0.5,2,0,0,2,17,6.496073007583618,Negamax3,r1
Gemini2.5 Flash Thinking P8,Gemini2.5 Pro P4 T0.25,0,1,1,2,49,2.9672656059265137,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Gemini2.5 Pro P6,claude3.7-sonnet P6,2,0,0,2,45,11.48952341079712,Gemini2.5 Pro,claude3.7-sonnet
claude3.7-sonnet P8,gemini-flash-2.0 P6,1,1,0,2,26,5.5499866008758545,claude3.7-sonnet,gemini-flash-2.0
Negamax2 P6,Negamax4 P4 T0.25,0,2,0,2,65,0.5105466842651367,Negamax2,Negamax4
Negamax P6,Negamax3 P6,1,1,0,2,76,6.660093069076538,Negamax,Negamax3
Negamax2 P6,gemini-flash-2.0 P8,2,0,0,2,17,4.1683738231658936,Negamax2,gemini-flash-2.0
Default Bot,o3 P6,0,2,0,2,29,1.8536701202392578,DefaultBot,o3
Gemma2 P6,LeChat P8,2,0,0,2,19,5.998535871505737,Gemma2,LeChat
Negamax2 P6,claude3.7-sonnet P10,0,2,0,2,43,6.89211630821228,Negamax2,claude3.7-sonnet
Gemma2 P6,claude3.7-sonnet-thinking P8,0,2,0,2,23,6.887608528137207,Gemma2,claude3.7-sonnet-thinking
Gemma2 P8,Negamax4 P6,0,2,0,2,59,12.700628757476807,Gemma2,Negamax4
QwQ P6,o4-mini-high P8,1,1,0,2,70,21.406408309936523,QwQ,o4-mini-high
Gemini2.5 Pro P6,Negamax5B P6,1,1,0,2,76,5.08195424079895,Gemini2.5 Pro,Negamax5B
Gemini2.5 Pro P4 T0.25,Negamax4 P6,0,2,0,2,71,1.7311582565307617,Gemini2.5 Pro,Negamax4
Negamax5 P6,Negamax5B P6,0,0,2,2,84,0.5225441455841064,Negamax5,Negamax5B
Negamax5B P6,r1 T0.25,2,0,0,2,47,11.711538791656494,Negamax5B,r1
Gemini2.5 Pro P6 T0.25,LeChat P8,2,0,0,2,49,7.76569390296936,Gemini2.5 Pro,LeChat
gpt4o P8,r1 T0.5,1,0,1,2,53,24.8332097530365,gpt4o,r1
Negamax4 P6,Negamax5 P10,0,0,2,2,84,8.007711172103882,Negamax4,Negamax5
claude3.7-sonnet P8,claude3.7-sonnet-thinking P8,0,2,0,2,47,16.311949253082275,claude3.7-sonnet,claude3.7-sonnet-thinking
Random Bot,o4-mini-high P10,0,2,0,2,15,0.49854373931884766,RandomBot,o4-mini-high
Negamax2 P6,gpt4o P10,0,2,0,2,43,16.790494203567505,Negamax2,gpt4o
Negamax2 P6,Qwen3 P6,0,2,0,2,43,7.855201721191406,Negamax2,Qwen3
LeChat P6,Negamax5B P6,0,0,2,2,84,1.0090878009796143,LeChat,Negamax5B
Gemini2.5 Flash Thinking P8,claude3.7-sonnet P6,0,2,0,2,43,8.448745250701904,Gemini2.5 Flash Thinking,claude3.7-sonnet
LeChat P6,Random Bot,2,0,0,2,25,0.6560542583465576,LeChat,RandomBot
QwQ P6,claude3.7-sonnet-thinking P6,2,0,0,2,65,22.041465759277344,QwQ,claude3.7-sonnet-thinking
Negamax5B P6,gemini-flash-2.0 P6,2,0,0,2,63,2.895756721496582,Negamax5B,gemini-flash-2.0
Default Bot,Negamax2 P8,0,2,0,2,23,1.7531607151031494,DefaultBot,Negamax2
Gemini2.5 Pro P4 T0.25,Gemini2.5 Pro P6,0,1,1,2,69,10.815958738327026,Gemini2.5 Pro,Gemini2.5 Pro
claude3.7-sonnet P10,gemini-flash-2.0 P8,2,0,0,2,47,13.525205850601196,claude3.7-sonnet,gemini-flash-2.0
o4-mini-high P12,o4-mini-high P6,0,0,2,2,84,12.986648559570312,o4-mini-high,o4-mini-high
LeChat P6,claude3.7-sonnet P10,1,1,0,2,50,8.735274314880371,LeChat,claude3.7-sonnet
Random Bot,o1 P8,0,2,0,2,15,10.98497724533081,RandomBot,o1
claude3.7-sonnet-thinking P6,o4-mini-high P8,0,2,0,2,83,6.751094579696655,claude3.7-sonnet-thinking,o4-mini-high
Gemma2 P6,o4-mini-high P10,0,2,0,2,35,5.535986423492432,Gemma2,o4-mini-high
Gemma2 P8,Negamax4 P4 T0.25,0,2,0,2,49,9.731361150741577,Gemma2,Negamax4
Gemini2.5 Flash Thinking P8,o3 P6,0,1,1,2,55,8.002708911895752,Gemini2.5 Flash Thinking,o3
gemini-pro-2.0 P6,o1 P6,1,0,1,2,83,11.042484521865845,gemini-pro-2.0,o1
LeChat P10,Negamax5B P10,0,0,2,2,84,18.832177877426147,LeChat,Negamax5B
Negamax P6,gemini-pro-2.0 P8,0,2,0,2,41,21.009862422943115,Negamax,gemini-pro-2.0
gpt4o P8,o1 P8,2,0,0,2,61,45.65958333015442,gpt4o,o1
Gemini2.5 Flash Thinking P6,Negamax2 P8,0,2,0,2,47,6.1595542430877686,Gemini2.5 Flash Thinking,Negamax2
Gemini2.5 Flash Thinking P6,r1 T0.25,0,2,0,2,55,14.675303220748901,Gemini2.5 Flash Thinking,r1
Negamax4 P4 T0.25,claude3.7-sonnet P10,0,1,1,2,74,10.062403678894043,Negamax4,claude3.7-sonnet
Qwen3 P6,claude3.7-sonnet P6,0,2,0,2,31,7.540173768997192,Qwen3,claude3.7-sonnet
Negamax2 P6,Negamax5B P8,0,2,0,2,57,2.730748176574707,Negamax2,Negamax5B
LeChat P10,Negamax5 P8,0,0,2,2,84,11.779055118560791,LeChat,Negamax5
Negamax5 P6,o3 P8,2,0,0,2,33,5.943031072616577,Negamax5,o3
Negamax5B P8,gpt4o P6,0,0,2,2,84,19.25622010231018,Negamax5B,gpt4o
o1 P8,o4-mini-high P6,0,1,1,2,82,38.65144968032837,o1,o4-mini-high
Negamax2 P6,claude3.7-sonnet P8,0,2,0,2,43,6.6971001625061035,Negamax2,claude3.7-sonnet
QwQ P6,gpt4o P6,1,1,0,2,70,35.32564640045166,QwQ,gpt4o
Negamax3 P8,claude3.7-sonnet P8,0,2,0,2,43,14.176270723342896,Negamax3,claude3.7-sonnet
Negamax2 P8,o3 P8,2,0,0,2,65,24.07465362548828,Negamax2,o3
Negamax4 P6,o4-mini-high P12,1,0,1,2,80,12.314605712890625,Negamax4,o4-mini-high
Negamax3 P6,gemini-flash-2.0 P8,2,0,0,2,17,4.205378770828247,Negamax3,gemini-flash-2.0
Negamax5B P8,claude3.7-sonnet P6,1,1,0,2,72,11.65255093574524,Negamax5B,claude3.7-sonnet
claude3.7-sonnet-thinking P8,o4-mini-high P10,1,0,1,2,77,15.404379606246948,claude3.7-sonnet-thinking,o4-mini-high
LeChat P10,o3-mini-high P6,0,2,0,2,67,17.822592735290527,LeChat,o3-mini-high
o3 P6,o4-mini-high P10,0,2,0,2,33,6.866118669509888,o3,o4-mini-high
Gemini2.5 Flash Thinking P6,QwQ P6,0,2,0,2,23,12.785147905349731,Gemini2.5 Flash Thinking,QwQ
Negamax2 P6,gemini-pro-2.0 P8,0,2,0,2,41,15.989432096481323,Negamax2,gemini-pro-2.0
gemini-pro-2.0 P6,o3 P10,2,0,0,2,61,21.129891872406006,gemini-pro-2.0,o3
gpt4o P6,o4-mini-high P6,1,0,1,2,81,17.153031587600708,gpt4o,o4-mini-high
gemini-flash-2.0-thinking P6,r1 T0.5,2,0,0,2,35,10.7729651927948,gemini-flash-2.0-thinking,r1
Negamax2 P8,Negamax4 P6,0,2,0,2,67,5.330972194671631,Negamax2,Negamax4
Gemini2.5 Pro P6,claude3.7-sonnet P10,2,0,0,2,45,11.81555986404419,Gemini2.5 Pro,claude3.7-sonnet
LeChat P8,Negamax2 P6,1,1,0,2,46,5.657006740570068,LeChat,Negamax2
Negamax5 P6,Random Bot,2,0,0,2,15,0.11150884628295898,Negamax5,RandomBot
Negamax3 P8,o4-mini-high P8,0,2,0,2,53,5.343969821929932,Negamax3,o4-mini-high
Default Bot,Gemma2 P6,0,2,0,2,17,1.2131054401397705,DefaultBot,Gemma2
claude3.7-sonnet P8,claude3.7-sonnet-thinking P6,0,2,0,2,47,10.784959554672241,claude3.7-sonnet,claude3.7-sonnet-thinking
claude3.7-sonnet-thinking P8,o1 P6,2,0,0,2,37,12.935155153274536,claude3.7-sonnet-thinking,o1
gemini-pro-2.0 P6,o1 P8,1,1,0,2,56,37.139803647994995,gemini-pro-2.0,o1
gpt4o P6,r1 T0.5,1,0,1,2,53,25.22424602508545,gpt4o,r1
Negamax5 P10,o4-mini-high P12,1,0,1,2,83,20.014784336090088,Negamax5,o4-mini-high
