bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Qwen3 P4,o1 P2,2,0,0,2,49,0.8618178367614746,Qwen3,o1
Negamax4 P4 T0.025,QwQ P2,0,2,0,2,67,1.1506917476654053,Negamax4,QwQ
Gemini2.5 Pro P4 T0.25,o1 P8,2,0,0,2,51,116.76351571083069,Gemini2.5 Pro,o1
Negamax4 P2,gemini-pro-2.0 P6,0,2,0,2,43,15.641757249832153,Negamax4,gemini-pro-2.0
Gemini2.5 Pro P4 T0.01,Gemini2.5 Pro P4 T0.25,1,1,0,2,60,4.031946182250977,Gemini2.5 Pro,Gemini2.5 Pro
Negamax P4,claude3.7-sonnet P1,1,1,0,2,48,8.687139987945557,Negamax,claude3.7-sonnet
gemini-pro-2.0 P8,r1 T0.25,2,0,0,2,19,12.714598417282104,gemini-pro-2.0,r1
Default Bot,Gemini2.5 Pro P1,1,1,0,2,14,0.018535852432250977,DefaultBot,Gemini2.5 Pro
Negamax4 P6 T0.025,gpt4o P8 T0.025,0,2,0,2,41,5.278275012969971,Negamax4,gpt4o
Negamax5B P1,same.dev P6,0,2,0,2,37,5.178021192550659,Negamax5B,same.dev
Negamax P1,Negamax5B P10 T0.025,0,2,0,2,15,9.838680267333984,Negamax,Negamax5B
Negamax5 P10 T0.01,o4-mini-high P10,0,2,0,2,67,29.053860902786255,Negamax5,o4-mini-high
Negamax4 P1,Negamax5 P8,0,2,0,2,39,6.4079577922821045,Negamax4,Negamax5
Negamax4 P1,Negamax5 P4 T0.1,0,2,0,2,25,0.06745147705078125,Negamax4,Negamax5
Gemini2.5 Flash Thinking P6,gemini-flash-2.0 P1,2,0,0,2,37,1.854304552078247,Gemini2.5 Flash Thinking,gemini-flash-2.0
Gemma2 P6,r1 T0.5,2,0,0,2,17,8.224053144454956,Gemma2,r1
gpt4o P4 T0.01,o3-mini-high P2,1,1,0,2,76,0.8515424728393555,gpt4o,o3-mini-high
Gemma2 P1,Negamax4 P8 T0.01,0,2,0,2,43,13.00358772277832,Gemma2,Negamax4
LeChat P4,gpt4o P10 T0.1,0,2,0,2,47,17.287296295166016,LeChat,gpt4o
Gemini2.5 Pro P4,Negamax4 P10,2,0,0,2,53,115.22886848449707,Gemini2.5 Pro,Negamax4
Negamax3 P2,o4-mini-high P4,0,2,0,2,49,0.08310627937316895,Negamax3,o4-mini-high
gemini-flash-2.0 P4,o1 P4,1,1,0,2,48,2.9531664848327637,gemini-flash-2.0,o1
Gemini2.5 Flash Thinking P1,Negamax5 P10 T0.025,0,2,0,2,51,34.11161708831787,Gemini2.5 Flash Thinking,Negamax5
Gemini2.5 Pro P6 T0.1,Negamax5B P6 T0.01,1,0,1,2,77,3.815366744995117,Gemini2.5 Pro,Negamax5B
o3-mini-high P1,o4-mini-high P4,0,2,0,2,43,0.03747868537902832,o3-mini-high,o4-mini-high
Negamax P6,Negamax2 P4,1,0,1,2,73,33.49662685394287,Negamax,Negamax2
LeChat P6,r1 T0.025,2,0,0,2,27,8.656229734420776,LeChat,r1
Negamax2 P6,Negamax5 P10 T0.025,0,2,0,2,61,52.55576014518738,Negamax2,Negamax5
gemini-pro-2.0 P4,o4-mini-high P1,1,1,0,2,46,0.76816725730896,gemini-pro-2.0,o4-mini-high
Negamax5B P2,gpt4o P10,0,1,1,2,53,20.524302005767822,Negamax5B,gpt4o
Negamax5B P10,o3-mini-high-search I1000,2,0,0,2,51,44.66913723945618,Negamax5B,o3-mini-high-search
gemini-flash-2.0-thinking P1,gemini-flash-2.0-thinking P6,0,2,0,2,65,16.675162076950073,gemini-flash-2.0-thinking,gemini-flash-2.0-thinking
Negamax4 P4 T0.01,same.dev P6,0,2,0,2,53,5.166879892349243,Negamax4,same.dev
LeChat P4,gemini-pro-2.0 P2,0,2,0,2,47,0.8555953502655029,LeChat,gemini-pro-2.0
gemini-flash-2.0 P2,o3 P1,1,1,0,2,22,0.11901330947875977,gemini-flash-2.0,o3
claude3.7-sonnet-thinking P1,o3-mini-high-search I5000,2,0,0,2,33,17.203258514404297,claude3.7-sonnet-thinking,o3-mini-high-search
gemini-flash-2.0-thinking P6,o3-mini-high-search I4000,2,0,0,2,17,17.58783483505249,gemini-flash-2.0-thinking,o3-mini-high-search
Negamax5 P2,Qwen3 P6,0,2,0,2,39,8.358080863952637,Negamax5,Qwen3
Negamax5B P8,gemini-flash-2.0-thinking P1,2,0,0,2,41,3.4469189643859863,Negamax5B,gemini-flash-2.0-thinking
gemini-pro-2.0 P6,o3 P2,2,0,0,2,29,7.8881142139434814,gemini-pro-2.0,o3
gemini-pro-2.0 P6,gpt4o P6 T0.025,1,1,0,2,76,14.886690139770508,gemini-pro-2.0,gpt4o
Negamax3 P4,claude3.7-sonnet-thinking P8,0,2,0,2,41,11.578755855560303,Negamax3,claude3.7-sonnet-thinking
Negamax5B P6 T0.01,Negamax5B P8 T0.1,0,1,1,2,80,5.9192445278167725,Negamax5B,Negamax5B
Gemma2 P6,Negamax5 P8,0,2,0,2,47,25.355459690093994,Gemma2,Negamax5
LeChat P6,Negamax2 P1,2,0,0,2,29,2.2994680404663086,LeChat,Negamax2
claude3.7-sonnet-thinking P1,gemini-flash-2.0 P1,2,0,0,2,17,0.017488718032836914,claude3.7-sonnet-thinking,gemini-flash-2.0
o4-mini-high P10,o4-mini-high P2,1,0,1,2,53,5.552049160003662,o4-mini-high,o4-mini-high
Negamax5B P6,o3-mini-high-search I3000,2,0,0,2,45,12.90645146369934,Negamax5B,o3-mini-high-search
Negamax4 P8 T0.1,claude3.7-sonnet P1,1,1,0,2,62,19.056235313415527,Negamax4,claude3.7-sonnet
Negamax5B P8 T0.01,claude3.7-sonnet P6,2,0,0,2,51,14.791130781173706,Negamax5B,claude3.7-sonnet
Negamax4 P4 T0.025,Negamax4 P6 T0.01,0,1,1,2,70,1.7934629917144775,Negamax4,Negamax4
o3-mini-high P4,same.dev P4,1,1,0,2,38,1.9429848194122314,o3-mini-high,same.dev
Negamax P6,Negamax4 P10,0,2,0,2,67,329.0257980823517,Negamax,Negamax4
LeChat P4,gemini-flash-2.0-thinking P1,2,0,0,2,25,0.28235363960266113,LeChat,gemini-flash-2.0-thinking
LeChat P1,o3-mini-high-search I5000,2,0,0,2,59,24.165436029434204,LeChat,o3-mini-high-search
claude3.7-sonnet-thinking P6,gpt4o P8 T0.1,1,1,0,2,58,16.863668203353882,claude3.7-sonnet-thinking,gpt4o
gpt4o P4 T0.1,o3-mini-high-search I2000,2,0,0,2,37,23.52636218070984,gpt4o,o3-mini-high-search
o3-mini-high-search I5000,o4-mini-high P1,0,2,0,2,43,22.418680667877197,o3-mini-high-search,o4-mini-high
Negamax5B P10 T0.1,o4-mini-high P8,1,0,1,2,83,29.747241020202637,Negamax5B,o4-mini-high
gpt4o P4 T0.01,gpt4o P8 T0.025,1,0,1,2,78,5.190565347671509,gpt4o,gpt4o
gpt4o P4 T0.025,r1 T0.025,1,0,1,2,53,13.753695249557495,gpt4o,r1
LeChat P2,Negamax4 P8 T0.01,0,2,0,2,57,13.987212657928467,LeChat,Negamax4
Negamax4 P6,gemini-flash-2.0 P2,0,1,1,2,78,1.8284022808074951,Negamax4,gemini-flash-2.0
gpt4o P10 T0.01,r1 T0.25,2,0,0,2,29,25.410877227783203,gpt4o,r1
gpt4o P6 T0.01,same.dev P2,2,0,0,2,66,0.541597843170166,gpt4o,same.dev
Negamax5B P8,gemini-pro-2.0 P2,2,0,0,2,57,6.9572601318359375,Negamax5B,gemini-pro-2.0
Negamax5B P2,gpt4o P4 T0.1,0,1,1,2,53,2.800846576690674,Negamax5B,gpt4o
Gemini2.5 Pro P4,Negamax5B P4 T0.01,2,0,0,2,45,2.6557183265686035,Gemini2.5 Pro,Negamax5B
Default Bot,Gemini2.5 Pro P6 T0.01,0,2,0,2,23,0.10731267929077148,DefaultBot,Gemini2.5 Pro
Negamax5 P10 T0.025,o4-mini-high P2,2,0,0,2,41,18.710442781448364,Negamax5,o4-mini-high
Negamax5B P1,Qwen3 P6,0,2,0,2,21,3.9330289363861084,Negamax5B,Qwen3
Gemini2.5 Pro P6,o4-mini-high P1,2,0,0,2,41,11.137979984283447,Gemini2.5 Pro,o4-mini-high
Negamax4 P8 T0.025,Negamax5 P8 T0.025,0,2,0,2,59,23.52248525619507,Negamax4,Negamax5
Negamax4 P8 T0.1,gpt4o P8 T0.1,0,2,0,2,63,14.586920022964478,Negamax4,gpt4o
Negamax5B P6,r1 T0.01,2,0,0,2,47,12.426892280578613,Negamax5B,r1
Qwen3 P4,o3-mini-high P2,1,1,0,2,50,2.310885429382324,Qwen3,o3-mini-high
Gemma2 P1,gemini-flash-2.0-thinking P1,1,1,0,2,64,0.17246651649475098,Gemma2,gemini-flash-2.0-thinking
LeChat P2,same.dev P4,1,1,0,2,40,1.263568639755249,LeChat,same.dev
gemini-pro-2.0 P1,r1 T0.25,1,1,0,2,30,7.5561864376068115,gemini-pro-2.0,r1
gemini-flash-2.0 P8,o3 P2,0,2,0,2,27,7.528892278671265,gemini-flash-2.0,o3
o1 P6,same.dev P1,1,1,0,2,42,8.226264715194702,o1,same.dev
Negamax5B P10 T0.01,claude3.7-sonnet-thinking P2,2,0,0,2,63,42.45925807952881,Negamax5B,claude3.7-sonnet-thinking
Negamax2 P8,Negamax5 P10 T0.1,1,1,0,2,66,108.0927894115448,Negamax2,Negamax5
Gemma2 P6,o3 P2,0,2,0,2,25,4.9948859214782715,Gemma2,o3
Negamax5 P6 T0.01,gemini-pro-2.0 P6,1,1,0,2,60,14.18447494506836,Negamax5,gemini-pro-2.0
Negamax4 P10,Negamax5B P10 T0.025,0,2,0,2,77,91.77635192871094,Negamax4,Negamax5B
Negamax4 P6,claude3.7-sonnet P1,0,2,0,2,51,9.408703088760376,Negamax4,claude3.7-sonnet
Negamax4 P10 T0.01,o1 P2,2,0,0,2,71,191.2047610282898,Negamax4,o1
Negamax5 P6,o3-mini-high-search I3000,2,0,0,2,29,12.325032472610474,Negamax5,o3-mini-high-search
Gemini2.5 Pro P4 T0.025,o3-mini-high-search I4000,2,0,0,2,25,13.277439594268799,Gemini2.5 Pro,o3-mini-high-search
Negamax5 P4 T0.01,Negamax5B P6 T0.025,1,1,0,2,66,0.24300003051757812,Negamax5,Negamax5B
Negamax5B P2,r1 T0.01,1,1,0,2,30,7.529155731201172,Negamax5B,r1
Negamax4 P4 T0.01,o3-mini-high P4,0,2,0,2,67,0.6019992828369141,Negamax4,o3-mini-high
Default Bot,Negamax4 P8 T0.1,0,2,0,2,31,12.93071961402893,DefaultBot,Negamax4
Qwen3 P6,same.dev P1,2,0,0,2,23,1.650892734527588,Qwen3,same.dev
Gemini2.5 Pro P6,gemini-flash-2.0-thinking P6,2,0,0,2,65,33.0988392829895,Gemini2.5 Pro,gemini-flash-2.0-thinking
Gemma2 P1,gemini-flash-2.0 P4,1,1,0,2,48,0.5949990749359131,Gemma2,gemini-flash-2.0
Negamax4 P2,o3-mini-high-search I6000,2,0,0,2,43,25.626660108566284,Negamax4,o3-mini-high-search
Negamax4 P1,Negamax5B P6,0,2,0,2,43,0.2719998359680176,Negamax4,Negamax5B
Negamax P4,gpt4o P10 T0.025,0,2,0,2,53,9.648859977722168,Negamax,gpt4o
Negamax5B P10 T0.01,gemini-pro-2.0 P2,2,0,0,2,67,28.660250186920166,Negamax5B,gemini-pro-2.0
claude3.7-sonnet P6,gpt4o P4 T0.025,0,2,0,2,65,11.02414059638977,claude3.7-sonnet,gpt4o
Gemini2.5 Flash Thinking P6,Gemini2.5 Pro P6,0,2,0,2,37,6.386794328689575,Gemini2.5 Flash Thinking,Gemini2.5 Pro
Negamax4 P10 T0.025,Qwen3 P1,1,1,0,2,60,82.55361461639404,Negamax4,Qwen3
Gemini2.5 Pro P6,Negamax5 P4 T0.1,2,0,0,2,51,12.385565757751465,Gemini2.5 Pro,Negamax5
Qwen3 P4,o3-mini-high-search I4000,2,0,0,2,21,3.7699949741363525,Qwen3,o3-mini-high-search
claude3.7-sonnet-thinking P2,gemini-flash-2.0 P8,2,0,0,2,33,5.2349936962127686,claude3.7-sonnet-thinking,gemini-flash-2.0
Negamax P4,gemini-flash-2.0-thinking P6,0,2,0,2,63,3.1959962844848633,Negamax,gemini-flash-2.0-thinking
gpt4o P10 T0.025,gpt4o P10 T0.1,2,0,0,2,75,32.598605155944824,gpt4o,gpt4o
Gemini2.5 Pro P1,o4-mini-high P1,1,1,0,2,16,0.003000020980834961,Gemini2.5 Pro,o4-mini-high
Gemini2.5 Flash Thinking P8,Negamax5 P8 T0.1,1,1,0,2,64,3.035996437072754,Gemini2.5 Flash Thinking,Negamax5
Gemma2 P4,o4-mini-high P1,0,2,0,2,59,0.22099947929382324,Gemma2,o4-mini-high
gpt4o P10 T0.01,gpt4o P6 T0.1,0,2,0,2,73,11.14862060546875,gpt4o,gpt4o
Random Bot,gemini-pro-2.0 P6,0,2,0,2,17,0.8010151386260986,RandomBot,gemini-pro-2.0
Negamax4 P6,Negamax5B P10 T0.01,0,2,0,2,69,4.723994255065918,Negamax4,Negamax5B
Negamax4 P10 T0.01,gpt4o P10 T0.1,0,2,0,2,69,108.77846503257751,Negamax4,gpt4o
Negamax5 P8,o1 P1,2,0,0,2,53,1.8029978275299072,Negamax5,o1
Gemini2.5 Pro P4,gpt4o P8 T0.025,1,1,0,2,82,2.0749974250793457,Gemini2.5 Pro,gpt4o
LeChat P4,Negamax P6,2,0,0,2,37,5.263993501663208,LeChat,Negamax
LeChat P1,o3-mini-high P1,2,0,0,2,45,0.01699995994567871,LeChat,o3-mini-high
Negamax5 P8 T0.1,claude3.7-sonnet-thinking P6,0,2,0,2,63,7.06999135017395,Negamax5,claude3.7-sonnet-thinking
Negamax5B P2,o4-mini-high P2,1,1,0,2,30,0.003000020980834961,Negamax5B,o4-mini-high
Negamax4 P6 T0.01,Random Bot,2,0,0,2,41,0.25499963760375977,Negamax4,RandomBot
Negamax5 P10 T0.1,Negamax5B P6 T0.025,0,2,0,2,71,7.249991178512573,Negamax5,Negamax5B
LeChat P2,Qwen3 P1,2,0,0,2,49,0.026000022888183594,LeChat,Qwen3
Negamax5B P4 T0.1,o3-mini-high-search I5000,2,0,0,2,37,5.047993421554565,Negamax5B,o3-mini-high-search
Default Bot,o4-mini-high P2,0,2,0,2,17,0.0,DefaultBot,o4-mini-high
Gemini2.5 Pro P4 T0.01,Gemini2.5 Pro P6 T0.01,1,0,1,2,67,0.5999994277954102,Gemini2.5 Pro,Gemini2.5 Pro
Negamax3 P4,Negamax5B P6 T0.025,0,2,0,2,65,0.2799997329711914,Negamax3,Negamax5B
claude3.7-sonnet-thinking P2,o1 P6,1,1,0,2,66,4.835994482040405,claude3.7-sonnet-thinking,o1
Gemini2.5 Pro P4 T0.1,o3 P1,2,0,0,2,29,0.6779994964599609,Gemini2.5 Pro,o3
Gemini2.5 Flash Thinking P6,o4-mini-high P4,0,2,0,2,33,0.3690190315246582,Gemini2.5 Flash Thinking,o4-mini-high
claude3.7-sonnet P2,o1 P8,1,1,0,2,50,50.78310441970825,claude3.7-sonnet,o1
Negamax4 P10 T0.025,Negamax4 P2,1,1,0,2,44,117.96938228607178,Negamax4,Negamax4
Negamax P2,Negamax3 P4,0,2,0,2,59,0.05800008773803711,Negamax,Negamax3
Negamax4 P10 T0.025,gpt4o P10 T0.025,1,1,0,2,70,70.55585360527039,Negamax4,gpt4o
o1 P2,o3 P4,2,0,0,2,39,4.56292986869812,o1,o3
claude3.7-sonnet-thinking P8,gemini-flash-2.0-thinking P6,1,1,0,2,54,11.879597187042236,claude3.7-sonnet-thinking,gemini-flash-2.0-thinking
Negamax P2,Negamax5 P6 T0.025,0,2,0,2,33,0.24900031089782715,Negamax,Negamax5
Negamax5 P4 T0.01,claude3.7-sonnet-thinking P4,0,2,0,2,63,0.6969988346099854,Negamax5,claude3.7-sonnet-thinking
Negamax4 P10,gpt4o P10 T0.01,1,1,0,2,42,55.88550019264221,Negamax4,gpt4o
gemini-flash-2.0-thinking P1,gemini-pro-2.0 P2,0,2,0,2,33,0.03200030326843262,gemini-flash-2.0-thinking,gemini-pro-2.0
Negamax5 P8 T0.025,o1 P2,2,0,0,2,49,2.5701382160186768,Negamax5,o1
Negamax2 P1,Negamax5B P8,0,2,0,2,17,0.42099905014038086,Negamax2,Negamax5B
claude3.7-sonnet P10,r1 T0.25,2,0,0,2,25,9.819988012313843,claude3.7-sonnet,r1
LeChat P1,Negamax P4,2,0,0,2,61,0.1659998893737793,LeChat,Negamax
LeChat P8,gpt4o P6 T0.025,0,2,0,2,55,4.147995233535767,LeChat,gpt4o
Negamax3 P4,Negamax5B P4 T0.01,0,2,0,2,67,0.08899998664855957,Negamax3,Negamax5B
Negamax5B P8 T0.01,QwQ P6,0,2,0,2,77,11.999985694885254,Negamax5B,QwQ
Gemini2.5 Pro P2,r1 T0.025,2,0,0,2,55,13.607107877731323,Gemini2.5 Pro,r1
Gemini2.5 Pro P6 T0.1,r1 T0.025,2,0,0,2,27,7.700990676879883,Gemini2.5 Pro,r1
Negamax5 P1,Negamax5 P4 T0.01,0,2,0,2,33,0.03600049018859863,Negamax5,Negamax5
Gemma2 P1,gpt4o P6 T0.01,0,2,0,2,43,0.34799909591674805,Gemma2,gpt4o
Gemini2.5 Pro P6 T0.25,gemini-flash-2.0 P2,2,0,0,2,27,2.55299711227417,Gemini2.5 Pro,gemini-flash-2.0
Gemini2.5 Pro P4 T0.01,Qwen3 P1,2,0,0,2,17,0.07499933242797852,Gemini2.5 Pro,Qwen3
Gemini2.5 Pro P6 T0.01,o4-mini-high P1,1,1,0,2,54,0.24299979209899902,Gemini2.5 Pro,o4-mini-high
Gemini2.5 Flash Thinking P1,Negamax5 P10,0,1,1,2,55,5.5209736824035645,Gemini2.5 Flash Thinking,Negamax5
Negamax4 P8 T0.01,o3 P4,1,1,0,2,32,4.909993886947632,Negamax4,o3
LeChat P6,gemini-pro-2.0 P6,0,1,1,2,60,4.153995037078857,LeChat,gemini-pro-2.0
gemini-pro-2.0 P1,gpt4o P4,0,2,0,2,23,8.716988325119019,gemini-pro-2.0,gpt4o
gpt4o P10 T0.01,r1 T0.01,2,0,0,2,33,13.540984392166138,gpt4o,r1
Gemini2.5 Pro P6 T0.01,o3-mini-high P2,0,2,0,2,73,0.36299991607666016,Gemini2.5 Pro,o3-mini-high
Negamax4 P8 T0.1,gpt4o P10 T0.1,0,2,0,2,55,10.286988019943237,Negamax4,gpt4o
gemini-flash-2.0-thinking P6,gpt4o P10 T0.01,1,1,0,2,34,5.340993642807007,gemini-flash-2.0-thinking,gpt4o
Gemini2.5 Flash Thinking P8,Negamax5B P10 T0.025,1,1,0,2,46,6.040992736816406,Gemini2.5 Flash Thinking,Negamax5B
Negamax4 P1,gpt4o P4 T0.025,0,2,0,2,29,0.5349993705749512,Negamax4,gpt4o
QwQ P2,claude3.7-sonnet-thinking P2,1,1,0,2,74,0.23400020599365234,QwQ,claude3.7-sonnet-thinking
Negamax5B P6 T0.01,gemini-pro-2.0 P8,0,2,0,2,51,16.405980110168457,Negamax5B,gemini-pro-2.0
gpt4o P8 T0.025,o4-mini-high P8,1,1,0,2,68,1.5939977169036865,gpt4o,o4-mini-high
Negamax P4,Negamax4 P1,2,0,0,2,41,0.14799976348876953,Negamax,Negamax4
Negamax4 P10 T0.01,claude3.7-sonnet P8,1,1,0,2,70,94.55107235908508,Negamax4,claude3.7-sonnet
Negamax P6,Negamax5B P8,0,2,0,2,63,6.182992458343506,Negamax,Negamax5B
Negamax3 P2,Negamax4 P6 T0.025,0,2,0,2,47,0.3469998836517334,Negamax3,Negamax4
Gemini2.5 Pro P4 T0.01,Negamax5B P4,2,0,0,2,75,0.34999966621398926,Gemini2.5 Pro,Negamax5B
LeChat P6,gemini-flash-2.0 P4,2,0,0,2,37,0.8189990520477295,LeChat,gemini-flash-2.0
gemini-pro-2.0 P8,o3-mini-high P6,1,1,0,2,78,24.586605310440063,gemini-pro-2.0,o3-mini-high
Gemini2.5 Flash Thinking P1,gpt4o P8,0,2,0,2,35,12.027985334396362,Gemini2.5 Flash Thinking,gpt4o
Negamax4 P6,o3 P6,1,1,0,2,44,4.799994230270386,Negamax4,o3
gpt4o P8 T0.01,o3-mini-high-search I3000,2,0,0,2,29,5.382993459701538,gpt4o,o3-mini-high-search
Negamax4 P10 T0.025,r1 T0.01,2,0,0,2,47,163.15945434570312,Negamax4,r1
Negamax4 P6 T0.01,Negamax5B P4 T0.025,0,2,0,2,77,0.29799962043762207,Negamax4,Negamax5B
Random Bot,o3-mini-high-search I1000,1,1,0,2,50,7.313991069793701,RandomBot,o3-mini-high-search
Negamax5 P6,QwQ P4,0,2,0,2,55,2.671996831893921,Negamax5,QwQ
Negamax2 P2,gpt4o P4 T0.025,0,2,0,2,47,0.6699991226196289,Negamax2,gpt4o
Negamax5 P4 T0.01,claude3.7-sonnet P10,0,2,0,2,53,7.892989635467529,Negamax5,claude3.7-sonnet
Negamax5 P4 T0.1,same.dev P2,0,2,0,2,49,0.032000064849853516,Negamax5,same.dev
Gemma2 P1,Negamax4 P1,1,1,0,2,58,0.007996320724487305,Gemma2,Negamax4
Negamax4 P10,o3-mini-high-search I3000,2,0,0,2,39,91.82910823822021,Negamax4,o3-mini-high-search
Gemini2.5 Pro P6 T0.025,Negamax5 P10 T0.01,0,1,1,2,55,8.900864362716675,Gemini2.5 Pro,Negamax5
claude3.7-sonnet P8,o3-mini-high P1,2,0,0,2,25,4.165994882583618,claude3.7-sonnet,o3-mini-high
Negamax5 P6 T0.01,Negamax5 P6 T0.1,0,2,0,2,69,0.7710003852844238,Negamax5,Negamax5
Qwen3 P2,gemini-flash-2.0-thinking P4,1,1,0,2,64,0.3299994468688965,Qwen3,gemini-flash-2.0-thinking
Gemini2.5 Pro P4 T0.25,o1 P1,2,0,0,2,27,0.5409979820251465,Gemini2.5 Pro,o1
Negamax4 P4 T0.025,gemini-flash-2.0-thinking P6,0,2,0,2,59,2.9809963703155518,Negamax4,gemini-flash-2.0-thinking
Negamax5 P6 T0.025,r1 T0.025,2,0,0,2,37,9.226912260055542,Negamax5,r1
Negamax4 P8,o1 P1,2,0,0,2,47,2.550996780395508,Negamax4,o1
Gemini2.5 Pro P4 T0.01,o4-mini-high P4,1,1,0,2,72,0.32399988174438477,Gemini2.5 Pro,o4-mini-high
Gemma2 P8,Negamax3 P2,0,2,0,2,45,16.414979934692383,Gemma2,Negamax3
Negamax4 P4 T0.025,Negamax4 P4 T0.25,1,1,0,2,60,0.08400106430053711,Negamax4,Negamax4
Negamax P4,gpt4o P8,0,2,0,2,73,17.10397958755493,Negamax,gpt4o
Negamax P6,r1 T0.1,2,0,0,2,29,10.23998761177063,Negamax,r1
Negamax3 P6,gpt4o P4 T0.1,1,1,0,2,68,3.697995662689209,Negamax3,gpt4o
Negamax2 P8,QwQ P6,0,2,0,2,53,13.995982885360718,Negamax2,QwQ
Negamax4 P6 T0.1,gpt4o P4 T0.025,0,2,0,2,53,1.0719976425170898,Negamax4,gpt4o
Negamax5B P8 T0.01,Qwen3 P1,2,0,0,2,43,1.2479994297027588,Negamax5B,Qwen3
Negamax5B P10 T0.1,gpt4o P6 T0.1,0,1,1,2,76,9.35498833656311,Negamax5B,gpt4o
Negamax P2,Negamax2 P1,2,0,0,2,39,0.004000663757324219,Negamax,Negamax2
gemini-flash-2.0 P1,gpt4o P6 T0.025,0,2,0,2,17,0.26199984550476074,gemini-flash-2.0,gpt4o
Gemini2.5 Pro P6 T0.025,Gemma2 P4,2,0,0,2,25,0.3969993591308594,Gemini2.5 Pro,Gemma2
Gemini2.5 Flash Thinking P8,Negamax5 P8 T0.025,1,1,0,2,48,4.3269946575164795,Gemini2.5 Flash Thinking,Negamax5
Gemini2.5 Pro P4 T0.01,claude3.7-sonnet P6,0,2,0,2,71,10.466986894607544,Gemini2.5 Pro,claude3.7-sonnet
Negamax5B P10 T0.01,claude3.7-sonnet-thinking P4,1,0,1,2,84,9.75198769569397,Negamax5B,claude3.7-sonnet-thinking
r1 T0.01,same.dev P2,0,2,0,2,43,10.51898717880249,r1,same.dev
Gemini2.5 Pro P4 T0.01,gemini-flash-2.0-thinking P2,2,0,0,2,31,0.1659998893737793,Gemini2.5 Pro,gemini-flash-2.0-thinking
Negamax5B P4 T0.1,gemini-flash-2.0 P6,1,0,1,2,81,1.5889978408813477,Negamax5B,gemini-flash-2.0
gemini-flash-2.0-thinking P6,same.dev P4,2,0,0,2,23,1.078009843826294,gemini-flash-2.0-thinking,same.dev
Negamax5 P6 T0.01,Negamax5B P4 T0.025,0,2,0,2,53,0.23298883438110352,Negamax5,Negamax5B
LeChat P2,gpt4o P8 T0.01,0,2,0,2,35,0.7879989147186279,LeChat,gpt4o
claude3.7-sonnet P4,claude3.7-sonnet P6,0,2,0,2,61,16.898901224136353,claude3.7-sonnet,claude3.7-sonnet
gpt4o P1,gpt4o P4,1,1,0,2,50,22.45597267150879,gpt4o,gpt4o
Negamax5B P1,o4-mini-high P6,0,1,1,2,53,0.048999786376953125,Negamax5B,o4-mini-high
Negamax5B P10,Qwen3 P2,1,0,1,2,73,5.439993381500244,Negamax5B,Qwen3
Gemini2.5 Pro P4 T0.01,Negamax P4,2,0,0,2,57,0.432999849319458,Gemini2.5 Pro,Negamax
Gemini2.5 Pro P1,gemini-flash-2.0 P8,1,1,0,2,18,3.2339961528778076,Gemini2.5 Pro,gemini-flash-2.0
Negamax2 P2,gemini-pro-2.0 P4,0,2,0,2,33,0.4949991703033447,Negamax2,gemini-pro-2.0
Negamax5 P10 T0.025,gpt4o P6 T0.025,0,2,0,2,71,8.367990016937256,Negamax5,gpt4o
Negamax5 P1,Negamax5B P10 T0.025,0,2,0,2,21,5.091994285583496,Negamax5,Negamax5B
Negamax4 P6 T0.1,gemini-flash-2.0 P1,2,0,0,2,25,0.1679995059967041,Negamax4,gemini-flash-2.0
QwQ P1,o3-mini-high-search I4000,2,0,0,2,29,5.183993577957153,QwQ,o3-mini-high-search
Gemini2.5 Flash Thinking P1,o4-mini-high P12,0,1,1,2,53,8.324989795684814,Gemini2.5 Flash Thinking,o4-mini-high
Negamax5 P8 T0.01,gemini-pro-2.0 P8,0,2,0,2,67,20.255975246429443,Negamax5,gemini-pro-2.0
Qwen3 P6,claude3.7-sonnet P10,1,1,0,2,48,11.950985670089722,Qwen3,claude3.7-sonnet
gpt4o P10 T0.025,same.dev P4,1,1,0,2,46,5.4879937171936035,gpt4o,same.dev
Negamax4 P8 T0.025,same.dev P1,2,0,0,2,54,2.2289974689483643,Negamax4,same.dev
Negamax5 P6 T0.025,gemini-flash-2.0 P8,0,2,0,2,69,6.75199556350708,Negamax5,gemini-flash-2.0
Gemma2 P1,o4-mini-high P12,0,2,0,2,37,9.401058435440063,Gemma2,o4-mini-high
Negamax5B P1,gemini-pro-2.0 P1,1,1,0,2,16,0.004999637603759766,Negamax5B,gemini-pro-2.0
Negamax5B P8 T0.01,gemini-flash-2.0-thinking P8,1,1,0,2,76,13.795969009399414,Negamax5B,gemini-flash-2.0-thinking
gemini-flash-2.0 P8,o3 P4,0,2,0,2,35,9.927988052368164,gemini-flash-2.0,o3
gemini-flash-2.0-thinking P1,gemini-flash-2.0-thinking P2,0,2,0,2,31,0.05000019073486328,gemini-flash-2.0-thinking,gemini-flash-2.0-thinking
LeChat P8,gemini-flash-2.0 P2,1,1,0,2,42,3.6309921741485596,LeChat,gemini-flash-2.0
Gemini2.5 Pro P1,o4-mini-high P8,0,2,0,2,29,0.39799928665161133,Gemini2.5 Pro,o4-mini-high
o3-mini-high-search I6000,r1 T0.1,1,1,0,2,40,15.191989183425903,o3-mini-high-search,r1
