bot1,bot2,bot1_wins,bot2_wins,draws,total_games_in_match,total_moves,total_time,bot1_type,bot2_type
Negamax2 P8,Negamax5B P6 T0.01,0,2,0,2,79,4.94551420211792,Negamax2,Negamax5B
Negamax3 P2,Negamax4 P1,1,1,0,2,34,0.005516529083251953,Negamax3,Negamax4
Negamax4 P6 T0.01,Negamax5B P4 T0.1,0,2,0,2,65,0.3291332721710205,Negamax4,Negamax5B
Gemma2 P6,gpt4o P4 T0.025,0,2,0,2,41,2.894575595855713,Gemma2,gpt4o
Negamax4 P4 T0.25,o3 P10,2,0,0,2,39,9.544404745101929,Negamax4,o3
Negamax5 P4,Negamax5B P6 T0.025,0,2,0,2,49,0.31091761589050293,Negamax5,Negamax5B
Gemma2 P6,o3 P8,0,2,0,2,57,12.925750255584717,Gemma2,o3
Negamax5 P6 T0.01,o3-mini-high-search I6000,2,0,0,2,45,6.679844379425049,Negamax5,o3-mini-high-search
Gemini2.5 Pro P1,QwQ P2,1,1,0,2,20,0.07974648475646973,Gemini2.5 Pro,QwQ
Negamax3 P4,claude3.7-sonnet P2,0,2,0,2,33,4.254565954208374,Negamax3,claude3.7-sonnet
Negamax5B P10 T0.1,r1 T0.25,2,0,0,2,41,17.33160376548767,Negamax5B,r1
gemini-flash-2.0 P6,r1 T0.1,1,1,0,2,40,12.86616063117981,gemini-flash-2.0,r1
claude3.7-sonnet P1,claude3.7-sonnet-thinking P6,1,1,0,2,82,14.959007024765015,claude3.7-sonnet,claude3.7-sonnet-thinking
LeChat P4,o4-mini-high P4,0,2,0,2,53,0.17426013946533203,LeChat,o4-mini-high
Negamax3 P1,Negamax5B P8 T0.01,0,2,0,2,15,0.5393919944763184,Negamax3,Negamax5B
Gemma2 P4,o3-mini-high-search I6000,0,1,1,2,74,11.783437490463257,Gemma2,o3-mini-high-search
Gemini2.5 Flash Thinking P2,Negamax5B P10 T0.01,0,1,1,2,59,7.850968599319458,Gemini2.5 Flash Thinking,Negamax5B
Gemini2.5 Flash Thinking P6,Negamax5 P6 T0.025,1,1,0,2,46,1.1357605457305908,Gemini2.5 Flash Thinking,Negamax5
Negamax4 P6 T0.01,same.dev P4,1,1,0,2,66,0.686204195022583,Negamax4,same.dev
LeChat P4,o1 P1,2,0,0,2,31,0.14548325538635254,LeChat,o1
claude3.7-sonnet P4,claude3.7-sonnet-thinking P8,0,2,0,2,53,20.13321876525879,claude3.7-sonnet,claude3.7-sonnet-thinking
Gemini2.5 Pro P6 T0.25,o3-mini-high-search I6000,2,0,0,2,21,6.695690155029297,Gemini2.5 Pro,o3-mini-high-search
LeChat P2,Negamax4 P4 T0.025,1,1,0,2,56,0.09230232238769531,LeChat,Negamax4
QwQ P6,gemini-flash-2.0-thinking P1,2,0,0,2,25,11.934396982192993,QwQ,gemini-flash-2.0-thinking
gemini-flash-2.0-thinking P6,o1 P8,1,1,0,2,62,40.43512034416199,gemini-flash-2.0-thinking,o1
claude3.7-sonnet P8,o3-mini-high-search I4000,2,0,0,2,25,8.46199107170105,claude3.7-sonnet,o3-mini-high-search
gpt4o P8 T0.1,o4-mini-high P12,1,1,0,2,74,19.128217935562134,gpt4o,o4-mini-high
Negamax5 P2,Negamax5B P8,0,2,0,2,47,1.1140716075897217,Negamax5,Negamax5B
same.dev P1,same.dev P4,0,2,0,2,42,0.2574460506439209,same.dev,same.dev
Negamax5B P10 T0.025,claude3.7-sonnet-thinking P6,1,1,0,2,76,19.0166072845459,Negamax5B,claude3.7-sonnet-thinking
Negamax2 P6,Negamax5B P10 T0.1,0,2,0,2,61,11.641326904296875,Negamax2,Negamax5B
Negamax5B P10 T0.1,o3 P2,2,0,0,2,43,12.718157768249512,Negamax5B,o3
Gemini2.5 Pro P6 T0.25,Negamax5 P4 T0.1,2,0,0,2,49,4.029273748397827,Gemini2.5 Pro,Negamax5
Gemini2.5 Pro P1,claude3.7-sonnet P10,0,2,0,2,25,3.365593194961548,Gemini2.5 Pro,claude3.7-sonnet
claude3.7-sonnet-thinking P4,o1 P8,2,0,0,2,43,22.427494049072266,claude3.7-sonnet-thinking,o1
Gemini2.5 Pro P6,o3-mini-high P1,2,0,0,2,29,5.060492992401123,Gemini2.5 Pro,o3-mini-high
Negamax4 P8 T0.025,Negamax5B P8 T0.025,0,2,0,2,63,4.531068325042725,Negamax4,Negamax5B
Negamax5B P8 T0.01,gpt4o P2,1,0,1,2,61,16.350453853607178,Negamax5B,gpt4o
gemini-flash-2.0 P1,gpt4o P10,0,2,0,2,17,8.958381414413452,gemini-flash-2.0,gpt4o
Negamax3 P4,Negamax4 P6 T0.1,0,1,1,2,72,0.4553186893463135,Negamax3,Negamax4
gemini-flash-2.0-thinking P8,gemini-pro-2.0 P1,2,0,0,2,21,18.52910542488098,gemini-flash-2.0-thinking,gemini-pro-2.0
Gemma2 P4,Negamax5 P8,0,2,0,2,21,2.241630792617798,Gemma2,Negamax5
Negamax5B P6,gemini-flash-2.0 P4,1,0,1,2,77,0.5840518474578857,Negamax5B,gemini-flash-2.0
Negamax4 P4 T0.01,Negamax5B P6 T0.1,0,2,0,2,47,0.23229765892028809,Negamax4,Negamax5B
Negamax5 P4 T0.025,o4-mini-high P8,0,2,0,2,77,0.3445429801940918,Negamax5,o4-mini-high
Negamax4 P6,o3 P2,1,1,0,2,60,6.452587366104126,Negamax4,o3
Gemini2.5 Flash Thinking P1,gpt4o P10,0,2,0,2,43,14.419597864151001,Gemini2.5 Flash Thinking,gpt4o
Negamax2 P2,Negamax5 P4,1,1,0,2,56,0.07125210762023926,Negamax2,Negamax5
gpt4o P4 T0.1,r1 T0.01,2,0,0,2,33,10.101892471313477,gpt4o,r1
claude3.7-sonnet P1,claude3.7-sonnet P8,2,0,0,2,61,14.359481573104858,claude3.7-sonnet,claude3.7-sonnet
Gemini2.5 Pro P4 T0.1,Negamax4 P6 T0.01,2,0,0,2,39,1.4941761493682861,Gemini2.5 Pro,Negamax4
Gemini2.5 Flash Thinking P8,Negamax4 P10 T0.01,0,1,1,2,53,32.4045512676239,Gemini2.5 Flash Thinking,Negamax4
Gemini2.5 Flash Thinking P1,gemini-pro-2.0 P1,0,2,0,2,19,0.018523454666137695,Gemini2.5 Flash Thinking,gemini-pro-2.0
gpt4o P10,o3-mini-high-search I6000,2,0,0,2,31,17.858710050582886,gpt4o,o3-mini-high-search
Gemma2 P6,o3 P1,2,0,0,2,37,2.3124217987060547,Gemma2,o3
gemini-pro-2.0 P6,o1 P8,2,0,0,2,29,21.176300287246704,gemini-pro-2.0,o1
o1 P2,same.dev P6,1,1,0,2,26,1.4807624816894531,o1,same.dev
Gemma2 P8,o4-mini-high P1,1,1,0,2,46,11.465758800506592,Gemma2,o4-mini-high
claude3.7-sonnet P6,gpt4o P6 T0.01,1,1,0,2,50,7.328773736953735,claude3.7-sonnet,gpt4o
Gemini2.5 Pro P2,Negamax3 P4,2,0,0,2,51,0.21262669563293457,Gemini2.5 Pro,Negamax3
Gemini2.5 Pro P4 T0.25,Negamax5 P10 T0.1,0,1,1,2,77,19.465978622436523,Gemini2.5 Pro,Negamax5
Default Bot,Negamax5B P4 T0.1,0,2,0,2,17,0.02186131477355957,DefaultBot,Negamax5B
Negamax4 P8,Negamax5B P4 T0.025,1,1,0,2,62,1.8313095569610596,Negamax4,Negamax5B
QwQ P2,gpt4o P10 T0.1,1,1,0,2,48,7.874714136123657,QwQ,gpt4o
gemini-pro-2.0 P2,r1 T0.25,2,0,0,2,25,6.042860984802246,gemini-pro-2.0,r1
Gemini2.5 Pro P6,Negamax4 P6,1,0,1,2,62,8.642805576324463,Gemini2.5 Pro,Negamax4
Negamax4 P8 T0.1,o3-mini-high P1,2,0,0,2,55,2.5600264072418213,Negamax4,o3-mini-high
Negamax P2,gpt4o P8 T0.1,0,2,0,2,39,3.217080593109131,Negamax,gpt4o
Gemini2.5 Flash Thinking P1,gpt4o P10 T0.025,0,2,0,2,39,6.302036762237549,Gemini2.5 Flash Thinking,gpt4o
Default Bot,o3 P4,0,2,0,2,21,2.042205333709717,DefaultBot,o3
Negamax4 P6 T0.1,o3 P8,2,0,0,2,43,8.270041704177856,Negamax4,o3
Gemini2.5 Pro P4 T0.01,Negamax5B P10 T0.01,1,1,0,2,78,8.596800804138184,Gemini2.5 Pro,Negamax5B
LeChat P2,Negamax5B P6,0,2,0,2,59,0.3239896297454834,LeChat,Negamax5B
LeChat P6,gemini-flash-2.0 P2,1,1,0,2,44,0.9236462116241455,LeChat,gemini-flash-2.0
LeChat P4,QwQ P6,0,2,0,2,57,22.48878502845764,LeChat,QwQ
claude3.7-sonnet P8,o3-mini-high-search I3000,2,0,0,2,23,7.650777816772461,claude3.7-sonnet,o3-mini-high-search
Negamax2 P6,o3 P4,0,1,1,2,77,10.527185440063477,Negamax2,o3
Gemini2.5 Pro P4,gemini-flash-2.0 P1,2,0,0,2,19,0.26728129386901855,Gemini2.5 Pro,gemini-flash-2.0
Negamax P2,claude3.7-sonnet P2,0,2,0,2,43,6.430662393569946,Negamax,claude3.7-sonnet
Gemini2.5 Pro P4,gemini-pro-2.0 P4,2,0,0,2,75,1.9432950019836426,Gemini2.5 Pro,gemini-pro-2.0
Negamax5B P10,gemini-flash-2.0-thinking P1,2,0,0,2,37,8.076264381408691,Negamax5B,gemini-flash-2.0-thinking
Negamax5B P10 T0.1,Negamax5B P2,1,0,1,2,61,6.578778028488159,Negamax5B,Negamax5B
Gemini2.5 Flash Thinking P6,claude3.7-sonnet-thinking P2,0,2,0,2,45,0.7640764713287354,Gemini2.5 Flash Thinking,claude3.7-sonnet-thinking
Negamax5 P10 T0.1,gpt4o P10 T0.1,0,2,0,2,73,15.28720211982727,Negamax5,gpt4o
Negamax5B P2,Qwen3 P6,1,1,0,2,24,2.298701047897339,Negamax5B,Qwen3
Gemini2.5 Pro P4,Negamax5B P10 T0.1,0,2,0,2,79,10.457705020904541,Gemini2.5 Pro,Negamax5B
claude3.7-sonnet P1,o1 P8,2,0,0,2,55,52.5883104801178,claude3.7-sonnet,o1
gpt4o P10 T0.1,gpt4o P8 T0.01,0,1,1,2,72,9.822777032852173,gpt4o,gpt4o
Negamax5 P6,Negamax5B P4 T0.025,0,1,1,2,78,0.3664591312408447,Negamax5,Negamax5B
Negamax2 P1,Negamax2 P4,0,2,0,2,37,0.07577061653137207,Negamax2,Negamax2
Negamax4 P10 T0.01,o1 P1,2,0,0,2,39,29.157421350479126,Negamax4,o1
gpt4o P4 T0.01,o4-mini-high P2,1,0,1,2,53,0.35494303703308105,gpt4o,o4-mini-high
gpt4o P4 T0.01,gpt4o P4 T0.1,1,0,1,2,76,4.163612127304077,gpt4o,gpt4o
claude3.7-sonnet-thinking P4,o3-mini-high-search I3000,2,0,0,2,15,3.278566360473633,claude3.7-sonnet-thinking,o3-mini-high-search
claude3.7-sonnet P4,gpt4o P2,2,0,0,2,47,18.162721157073975,claude3.7-sonnet,gpt4o
Negamax5 P8 T0.01,gemini-pro-2.0 P4,0,2,0,2,67,5.734251022338867,Negamax5,gemini-pro-2.0
Gemini2.5 Flash Thinking P8,Negamax2 P6,1,1,0,2,50,3.9632444381713867,Gemini2.5 Flash Thinking,Negamax2
Negamax P4,Negamax4 P10 T0.01,0,2,0,2,71,41.745925426483154,Negamax,Negamax4
Gemini2.5 Pro P4 T0.1,Random Bot,2,0,0,2,23,0.6621353626251221,Gemini2.5 Pro,RandomBot
gemini-pro-2.0 P1,gpt4o P6 T0.01,0,2,0,2,23,0.23293495178222656,gemini-pro-2.0,gpt4o
Negamax P2,gemini-pro-2.0 P2,0,2,0,2,49,0.12069225311279297,Negamax,gemini-pro-2.0
claude3.7-sonnet P4,o3 P8,2,0,0,2,29,10.057443141937256,claude3.7-sonnet,o3
gemini-flash-2.0 P4,o4-mini-high P1,0,1,1,2,81,0.40096521377563477,gemini-flash-2.0,o4-mini-high
Negamax P1,r1 T0.1,1,1,0,2,30,7.5794148445129395,Negamax,r1
Negamax4 P4 T0.1,same.dev P6,0,2,0,2,53,1.9403066635131836,Negamax4,same.dev
Gemini2.5 Pro P2,LeChat P4,1,1,0,2,52,0.21458721160888672,Gemini2.5 Pro,LeChat
LeChat P1,o4-mini-high P2,0,1,1,2,71,0.009548425674438477,LeChat,o4-mini-high
gemini-pro-2.0 P2,same.dev P1,2,0,0,2,27,0.028038501739501953,gemini-pro-2.0,same.dev
Negamax5 P10 T0.01,Qwen3 P2,2,0,0,2,53,10.27492642402649,Negamax5,Qwen3
Gemini2.5 Flash Thinking P8,Negamax5 P8 T0.01,1,1,0,2,58,4.33943772315979,Gemini2.5 Flash Thinking,Negamax5
Negamax4 P10 T0.01,o3-mini-high-search I4000,2,0,0,2,57,44.172091007232666,Negamax4,o3-mini-high-search
Gemini2.5 Pro P4 T0.01,gpt4o P8 T0.025,1,1,0,2,62,1.7786188125610352,Gemini2.5 Pro,gpt4o
Gemini2.5 Flash Thinking P2,o4-mini-high P2,0,1,1,2,59,0.046154022216796875,Gemini2.5 Flash Thinking,o4-mini-high
Negamax5B P6 T0.025,o1 P6,1,0,1,2,69,5.725563287734985,Negamax5B,o1
Negamax3 P2,claude3.7-sonnet P10,0,2,0,2,25,3.409524440765381,Negamax3,claude3.7-sonnet
o3 P2,o3 P6,0,2,0,2,33,3.554124116897583,o3,o3
Qwen3 P6,claude3.7-sonnet-thinking P6,0,2,0,2,43,10.434824705123901,Qwen3,claude3.7-sonnet-thinking
gemini-pro-2.0 P4,o1 P6,1,0,1,2,61,3.692160129547119,gemini-pro-2.0,o1
Negamax P6,Negamax5 P4 T0.01,0,1,1,2,80,11.575878620147705,Negamax,Negamax5
claude3.7-sonnet-thinking P8,gpt4o P8 T0.025,1,0,1,2,77,17.493666648864746,claude3.7-sonnet-thinking,gpt4o
Negamax4 P8,o4-mini-high P12,0,2,0,2,65,12.25747275352478,Negamax4,o4-mini-high
Negamax4 P6 T0.1,o4-mini-high P12,0,2,0,2,71,6.903783082962036,Negamax4,o4-mini-high
gemini-flash-2.0-thinking P4,o3-mini-high-search I5000,2,0,0,2,31,5.873371601104736,gemini-flash-2.0-thinking,o3-mini-high-search
Gemini2.5 Pro P6 T0.25,gpt4o P6 T0.025,0,2,0,2,63,5.199989318847656,Gemini2.5 Pro,gpt4o
Negamax4 P8 T0.01,Negamax5B P8 T0.025,0,2,0,2,67,4.938934564590454,Negamax4,Negamax5B
Negamax5 P8 T0.025,o4-mini-high P6,1,1,0,2,74,1.8259053230285645,Negamax5,o4-mini-high
Negamax3 P1,Negamax5B P4 T0.01,0,2,0,2,25,0.028031349182128906,Negamax3,Negamax5B
Negamax5 P10,gemini-flash-2.0-thinking P2,0,2,0,2,63,11.536821842193604,Negamax5,gemini-flash-2.0-thinking
LeChat P2,same.dev P6,0,2,0,2,45,1.4951612949371338,LeChat,same.dev
Negamax4 P4 T0.01,gemini-flash-2.0 P2,0,2,0,2,57,0.1431581974029541,Negamax4,gemini-flash-2.0
Gemini2.5 Pro P6 T0.25,claude3.7-sonnet-thinking P6,0,2,0,2,57,12.727837800979614,Gemini2.5 Pro,claude3.7-sonnet-thinking
gpt4o P10 T0.025,gpt4o P2,1,1,0,2,48,18.04812979698181,gpt4o,gpt4o
Negamax4 P8 T0.025,Negamax5 P8 T0.01,0,2,0,2,69,6.67806601524353,Negamax4,Negamax5
Negamax4 P10 T0.025,Negamax5 P4 T0.1,1,1,0,2,68,51.14401817321777,Negamax4,Negamax5
Negamax2 P8,Negamax3 P4,0,2,0,2,81,4.988142967224121,Negamax2,Negamax3
Negamax5 P4 T0.025,o3-mini-high P1,2,0,0,2,39,0.05357861518859863,Negamax5,o3-mini-high
QwQ P2,claude3.7-sonnet-thinking P6,0,2,0,2,43,4.850437164306641,QwQ,claude3.7-sonnet-thinking
Negamax3 P1,gpt4o P8 T0.025,0,2,0,2,33,1.171656847000122,Negamax3,gpt4o
Negamax3 P6,Negamax4 P4 T0.025,0,2,0,2,79,1.1258130073547363,Negamax3,Negamax4
Gemini2.5 Flash Thinking P4,Negamax P1,1,1,0,2,46,0.19294095039367676,Gemini2.5 Flash Thinking,Negamax
Gemini2.5 Flash Thinking P8,Negamax4 P4 T0.01,1,1,0,2,54,2.3761563301086426,Gemini2.5 Flash Thinking,Negamax4
Negamax4 P2,Negamax5B P6 T0.1,0,2,0,2,49,0.3735206127166748,Negamax4,Negamax5B
Qwen3 P6,gpt4o P8 T0.1,0,2,0,2,33,5.972865104675293,Qwen3,gpt4o
Gemma2 P6,Negamax4 P8 T0.025,0,2,0,2,57,5.687257289886475,Gemma2,Negamax4
Negamax5 P4 T0.025,Qwen3 P4,2,0,0,2,41,0.6191163063049316,Negamax5,Qwen3
Negamax4 P10 T0.01,QwQ P6,0,2,0,2,65,51.2232460975647,Negamax4,QwQ
Negamax3 P1,o4-mini-high P1,0,2,0,2,47,0.0019998550415039062,Negamax3,o4-mini-high
Negamax P6,o3-mini-high-search I3000,2,0,0,2,21,10.833987474441528,Negamax,o3-mini-high-search
Gemini2.5 Pro P6 T0.1,Negamax4 P4 T0.1,2,0,0,2,63,2.5672128200531006,Gemini2.5 Pro,Negamax4
Gemini2.5 Pro P6 T0.025,Negamax5B P4 T0.01,1,1,0,2,56,0.639915943145752,Gemini2.5 Pro,Negamax5B
QwQ P4,gpt4o P8 T0.1,1,1,0,2,74,6.961475372314453,QwQ,gpt4o
o4-mini-high P2,r1 T0.5,1,1,0,2,30,7.534816741943359,o4-mini-high,r1
Qwen3 P6,o4-mini-high P10,0,2,0,2,29,6.312817335128784,Qwen3,o4-mini-high
Negamax4 P2,o3 P8,1,1,0,2,36,6.002755880355835,Negamax4,o3
Negamax5 P4,gpt4o P4,0,2,0,2,57,14.410745859146118,Negamax5,gpt4o
Gemini2.5 Pro P4,o3-mini-high P2,2,0,0,2,53,0.8171257972717285,Gemini2.5 Pro,o3-mini-high
gemini-flash-2.0 P2,o3-mini-high P4,0,2,0,2,33,0.4821939468383789,gemini-flash-2.0,o3-mini-high
Negamax5 P8 T0.025,o4-mini-high P8,1,0,1,2,81,2.830737352371216,Negamax5,o4-mini-high
Negamax5 P8 T0.01,o1 P2,1,0,1,2,84,3.0978519916534424,Negamax5,o1
Negamax5 P8 T0.025,gemini-pro-2.0 P6,0,0,2,2,84,9.940198183059692,Negamax5,gemini-pro-2.0
LeChat P10,Negamax5B P4 T0.01,1,1,0,2,66,12.091014623641968,LeChat,Negamax5B
Negamax5 P4 T0.01,Negamax5 P6 T0.1,1,1,0,2,48,0.4656686782836914,Negamax5,Negamax5
Negamax4 P8,o4-mini-high P2,0,2,0,2,79,3.2518012523651123,Negamax4,o4-mini-high
claude3.7-sonnet P8,gemini-flash-2.0-thinking P2,2,0,0,2,37,5.583881139755249,claude3.7-sonnet,gemini-flash-2.0-thinking
Gemini2.5 Flash Thinking P6,Negamax P2,0,2,0,2,51,1.4115691184997559,Gemini2.5 Flash Thinking,Negamax
Negamax P4,Negamax5 P10 T0.1,0,2,0,2,59,15.741832494735718,Negamax,Negamax5
Negamax5B P1,o1 P8,0,2,0,2,19,11.829721927642822,Negamax5B,o1
Negamax4 P6,claude3.7-sonnet-thinking P8,0,2,0,2,51,14.19304370880127,Negamax4,claude3.7-sonnet-thinking
LeChat P1,o4-mini-high P6,0,2,0,2,43,0.05257296562194824,LeChat,o4-mini-high
Gemini2.5 Pro P6 T0.01,claude3.7-sonnet-thinking P4,0,1,1,2,59,1.5268068313598633,Gemini2.5 Pro,claude3.7-sonnet-thinking
Negamax3 P2,Negamax5B P10 T0.01,0,2,0,2,73,15.133388996124268,Negamax3,Negamax5B
claude3.7-sonnet P1,gemini-flash-2.0-thinking P2,1,1,0,2,54,6.792527914047241,claude3.7-sonnet,gemini-flash-2.0-thinking
Negamax3 P1,gemini-flash-2.0 P2,0,2,0,2,21,0.028052568435668945,Negamax3,gemini-flash-2.0
Gemini2.5 Flash Thinking P4,Negamax4 P10 T0.1,0,1,1,2,59,60.15096378326416,Gemini2.5 Flash Thinking,Negamax4
LeChat P2,Negamax4 P6 T0.025,1,1,0,2,70,0.7678675651550293,LeChat,Negamax4
Negamax5B P4 T0.01,o4-mini-high P4,0,0,2,2,84,0.06760811805725098,Negamax5B,o4-mini-high
gpt4o P10 T0.1,o3 P6,2,0,0,2,39,14.728336811065674,gpt4o,o3
Gemma2 P8,Negamax5 P4 T0.025,0,2,0,2,45,9.104345560073853,Gemma2,Negamax5
gemini-pro-2.0 P8,gpt4o P8 T0.01,1,0,1,2,75,20.8083233833313,gemini-pro-2.0,gpt4o
Negamax4 P2,o3-mini-high-search I3000,2,0,0,2,45,7.462576627731323,Negamax4,o3-mini-high-search
Negamax P6,Negamax5 P8,0,2,0,2,77,16.037407636642456,Negamax,Negamax5
Negamax5 P10 T0.025,gpt4o P10 T0.025,0,1,1,2,76,17.154229164123535,Negamax5,gpt4o
Negamax5 P4 T0.01,QwQ P2,1,1,0,2,74,0.2590639591217041,Negamax5,QwQ
Negamax5 P10,same.dev P2,1,1,0,2,50,8.594738483428955,Negamax5,same.dev
Negamax3 P8,QwQ P4,0,2,0,2,57,9.361871480941772,Negamax3,QwQ
Negamax2 P4,gemini-flash-2.0-thinking P1,2,0,0,2,43,0.09276127815246582,Negamax2,gemini-flash-2.0-thinking
Gemini2.5 Pro P6 T0.025,r1 T0.5,1,1,0,2,26,6.804515361785889,Gemini2.5 Pro,r1
Gemini2.5 Pro P6 T0.1,o4-mini-high P8,1,0,1,2,73,2.792370557785034,Gemini2.5 Pro,o4-mini-high
Negamax3 P6,Negamax4 P6 T0.01,0,1,1,2,57,1.2891128063201904,Negamax3,Negamax4
claude3.7-sonnet P1,o3-mini-high-search I1000,2,0,0,2,39,12.306555986404419,claude3.7-sonnet,o3-mini-high-search
Negamax4 P8 T0.1,gemini-pro-2.0 P8,0,1,1,2,76,32.04613184928894,Negamax4,gemini-pro-2.0
Negamax5 P6,gemini-flash-2.0 P4,2,0,0,2,25,0.7783589363098145,Negamax5,gemini-flash-2.0
Negamax3 P4,gemini-flash-2.0-thinking P4,1,1,0,2,66,0.6229712963104248,Negamax3,gemini-flash-2.0-thinking
Negamax5 P4,claude3.7-sonnet P6,0,2,0,2,37,5.065993547439575,Negamax5,claude3.7-sonnet
LeChat P2,Negamax5 P6 T0.01,1,1,0,2,58,0.45771217346191406,LeChat,Negamax5
Gemini2.5 Pro P2,o1 P4,2,0,0,2,51,0.8116519451141357,Gemini2.5 Pro,o1
Gemini2.5 Flash Thinking P6,Negamax4 P4 T0.025,1,1,0,2,60,0.9927842617034912,Gemini2.5 Flash Thinking,Negamax4
Gemini2.5 Flash Thinking P4,gpt4o P8 T0.01,0,1,1,2,51,1.6161139011383057,Gemini2.5 Flash Thinking,gpt4o
Negamax5 P2,gpt4o P4 T0.01,0,2,0,2,41,0.3458988666534424,Negamax5,gpt4o
Negamax4 P10 T0.1,Negamax5 P8 T0.1,1,1,0,2,82,40.46296501159668,Negamax4,Negamax5
Gemini2.5 Pro P4 T0.01,LeChat P1,2,0,0,2,39,0.1924881935119629,Gemini2.5 Pro,LeChat
Negamax5 P10 T0.025,same.dev P2,1,1,0,2,50,8.462003231048584,Negamax5,same.dev
gemini-pro-2.0 P1,gpt4o P2,1,1,0,2,16,5.094782114028931,gemini-pro-2.0,gpt4o
Gemma2 P6,LeChat P1,0,2,0,2,45,1.7111387252807617,Gemma2,LeChat
Negamax4 P6 T0.1,Negamax5 P4,2,0,0,2,57,0.5446321964263916,Negamax4,Negamax5
Gemma2 P4,Negamax4 P1,1,1,0,2,22,0.28754138946533203,Gemma2,Negamax4
Negamax5B P10 T0.025,gpt4o P8 T0.1,0,1,1,2,72,13.294163703918457,Negamax5B,gpt4o
Negamax5B P1,o4-mini-high P12,0,1,1,2,53,9.82792329788208,Negamax5B,o4-mini-high
Random Bot,gpt4o P10,0,2,0,2,17,8.505679845809937,RandomBot,gpt4o
gpt4o P4,o3-mini-high-search I6000,2,0,0,2,33,16.089121103286743,gpt4o,o3-mini-high-search
gpt4o P6 T0.1,o4-mini-high P10,0,2,0,2,77,5.479937791824341,gpt4o,o4-mini-high
Gemini2.5 Pro P6,Qwen3 P6,2,0,0,2,33,8.250066757202148,Gemini2.5 Pro,Qwen3
Negamax4 P1,Negamax5 P8 T0.025,0,2,0,2,23,1.1977925300598145,Negamax4,Negamax5
gpt4o P6 T0.1,o3 P4,1,1,0,2,66,11.988793134689331,gpt4o,o3
Gemini2.5 Pro P6,r1 T0.1,2,0,0,2,23,9.01379919052124,Gemini2.5 Pro,r1
Negamax5B P10 T0.01,gpt4o P1,2,0,0,2,41,21.59042763710022,Negamax5B,gpt4o
Negamax4 P4 T0.025,claude3.7-sonnet P6,0,2,0,2,51,7.2029993534088135,Negamax4,claude3.7-sonnet
Negamax5B P4,Negamax5B P6,0,0,2,2,84,0.3357062339782715,Negamax5B,Negamax5B
Qwen3 P2,gpt4o P4,1,1,0,2,56,11.997493505477905,Qwen3,gpt4o
Negamax5B P4 T0.01,claude3.7-sonnet-thinking P6,2,0,0,2,83,6.461568117141724,Negamax5B,claude3.7-sonnet-thinking
Negamax5B P8,claude3.7-sonnet P2,1,1,0,2,72,9.139679193496704,Negamax5B,claude3.7-sonnet
Gemini2.5 Pro P1,o3-mini-high P6,0,2,0,2,27,2.804727554321289,Gemini2.5 Pro,o3-mini-high
Negamax4 P10 T0.025,Negamax5 P6 T0.1,1,0,1,2,70,90.86185884475708,Negamax4,Negamax5
Negamax3 P1,r1 T0.25,1,1,0,2,24,6.798364162445068,Negamax3,r1
Negamax5B P8 T0.01,gemini-flash-2.0-thinking P1,2,0,0,2,41,1.4837710857391357,Negamax5B,gemini-flash-2.0-thinking
gpt4o P6 T0.01,r1 T0.01,1,0,1,2,53,13.353652238845825,gpt4o,r1
Negamax4 P4,QwQ P6,0,2,0,2,53,16.057249784469604,Negamax4,QwQ
Negamax4 P4 T0.01,Negamax5B P10 T0.025,0,2,0,2,61,9.100085973739624,Negamax4,Negamax5B
o3 P6,o3-mini-high P1,2,0,0,2,37,3.4857335090637207,o3,o3-mini-high
Gemini2.5 Pro P6 T0.01,Qwen3 P6,1,1,0,2,50,6.207535028457642,Gemini2.5 Pro,Qwen3
gpt4o P2,o3-mini-high P4,1,1,0,2,36,12.77342176437378,gpt4o,o3-mini-high
Negamax4 P8 T0.01,gpt4o P8 T0.01,0,2,0,2,61,3.3467273712158203,Negamax4,gpt4o
Negamax5 P8 T0.025,Negamax5B P4,0,2,0,2,69,1.9455430507659912,Negamax5,Negamax5B
Gemma2 P6,Negamax4 P4 T0.1,0,2,0,2,27,1.8940625190734863,Gemma2,Negamax4
claude3.7-sonnet-thinking P4,o1 P6,2,0,0,2,35,2.7174813747406006,claude3.7-sonnet-thinking,o1
Gemma2 P1,Negamax5B P10 T0.1,0,2,0,2,45,11.461763620376587,Gemma2,Negamax5B
Default Bot,Negamax4 P6 T0.1,0,2,0,2,21,0.1501765251159668,DefaultBot,Negamax4
Negamax2 P4,r1 T0.1,2,0,0,2,47,11.561465740203857,Negamax2,r1
Negamax5 P6 T0.1,o1 P8,1,0,1,2,60,54.09682583808899,Negamax5,o1
Gemini2.5 Pro P6 T0.01,o3 P10,2,0,0,2,51,11.291921854019165,Gemini2.5 Pro,o3
gpt4o P8 T0.025,o1 P1,2,0,0,2,49,1.845404863357544,gpt4o,o1
Negamax3 P2,Negamax3 P6,0,2,0,2,53,0.5648949146270752,Negamax3,Negamax3
Gemma2 P4,Negamax5B P6 T0.025,0,2,0,2,47,0.5558421611785889,Gemma2,Negamax5B
Gemini2.5 Pro P1,claude3.7-sonnet P6,0,2,0,2,29,4.44565749168396,Gemini2.5 Pro,claude3.7-sonnet
Negamax P1,Negamax5 P8 T0.025,0,2,0,2,37,2.4180731773376465,Negamax,Negamax5
