bot1,bot2,bot1_wins,bot2_wins,draws,total_moves,total_time,bot1_type,bot2_type
Negamax4 P8 T0.01,Negamax5B P10 T0.025,2,2,0,140,21.42387843132019,Negamax4,Negamax5B
Negamax4 P4 T0.025,Negamax5 P12 T0.025,0,3,1,128,159.045250415802,Negamax4,Negamax5
Negamax5 P8 T0.025,Neural Bot genomes/winner9_gen800.pkl,4,0,0,54,2.9117674827575684,Negamax5,NeuralBot
Negamax3 P1,Neural Bot genomes/winner7_gen900.pkl,3,1,0,57,0.006977081298828125,Negamax3,NeuralBot
Negamax5B P8 T0.025,Neural Bot genomes/winner3_gen1000.pkl,4,0,0,90,3.1976335048675537,Negamax5B,NeuralBot
Negamax4 P8,Negamax5B P12 T0.25,1,3,0,133,97.72804307937622,Negamax4,Negamax5B
Negamax5B P4,Negamax5B P6 T0.025,0,0,4,168,0.689692497253418,Negamax5B,Negamax5B
Negamax P1,Negamax5B P6 T0.01,0,4,0,56,0.3737497329711914,Negamax,Negamax5B
Negamax5B P4 T0.01,Neural Bot genomes/winner3_gen1000.pkl,4,0,0,86,0.15946483612060547,Negamax5B,NeuralBot
Negamax4 P10 T0.1,Negamax5B P4 T0.025,0,3,1,146,44.42233371734619,Negamax4,Negamax5B
Negamax4 P10 T0.1,Neural Bot winner_gen200.pkl,4,0,0,74,73.01564264297485,Negamax4,NeuralBot
Negamax5 P6 T0.025,Neural Bot winner_gen700.pkl,4,0,0,62,0.5262396335601807,Negamax5,NeuralBot
Negamax4 P4 T0.025,Random Bot,4,0,0,96,0.11063003540039062,Negamax4,RandomBot
Negamax5 P10 T0.01,Negamax5B P8 T0.25,0,2,2,141,24.29957103729248,Negamax5,Negamax5B
Negamax4 P10 T0.01,Neural Bot genomes/winner_gen100.pkl,4,0,0,72,57.00837063789368,Negamax4,NeuralBot
Negamax5 P4 T0.25,Neural Bot winner_1gen1000.pkl,4,0,0,66,0.15647387504577637,Negamax5,NeuralBot
Negamax4 P10,Negamax5B P4 T0.025,0,3,1,147,60.06764245033264,Negamax4,Negamax5B
Negamax5B P10,Negamax5B P8 T0.025,0,0,4,168,21.75937056541443,Negamax5B,Negamax5B
Negamax5 P10 T0.1,Negamax5B P8,0,4,0,128,21.676647424697876,Negamax5,Negamax5B
Negamax4 P6 T0.025,Negamax5B P10,0,4,0,120,20.342454195022583,Negamax4,Negamax5B
Negamax5 P4 T0.1,Negamax5B P8 T0.01,0,2,2,138,3.338829278945923,Negamax5,Negamax5B
Negamax5 P10 T0.025,Neural Bot genomes/winner5_gen300.pkl,4,0,0,84,13.671109437942505,Negamax5,NeuralBot
Negamax4 P10 T0.01,Negamax5B P8 T0.1,1,3,0,147,66.58451318740845,Negamax4,Negamax5B
Negamax3 P8,Neural Bot winner_gen200.pkl,4,0,0,60,5.205298662185669,Negamax3,NeuralBot
Negamax3 P1,Negamax4 P10 T0.1,0,4,0,76,120.15737128257751,Negamax3,Negamax4
Negamax4 P8 T0.1,Negamax5B P4 T0.025,0,4,0,128,3.9564762115478516,Negamax4,Negamax5B
Negamax5 P10 T0.025,Neural Bot genomes/winner8.pkl,4,0,0,72,14.235409498214722,Negamax5,NeuralBot
Negamax4 P4 T0.1,Negamax5 P8,1,3,0,137,6.61014723777771,Negamax4,Negamax5
Negamax4 P8 T0.01,Negamax5B P8,0,3,1,143,11.27832317352295,Negamax4,Negamax5B
Negamax P1,Negamax4 P8 T0.025,0,4,0,70,8.207197427749634,Negamax,Negamax4
Negamax4 P6 T0.01,Neural Bot genomes/winner.pkl,3,1,0,75,0.7026503086090088,Negamax4,NeuralBot
Negamax5 P2,Negamax5 P12,0,4,0,92,108.35415315628052,Negamax5,Negamax5
Negamax3 P2,Negamax4 P6 T0.01,0,3,1,115,0.6976659297943115,Negamax3,Negamax4
Negamax4 P10 T0.1,Negamax5B P12 T0.1,0,4,0,144,153.81934428215027,Negamax4,Negamax5B
Negamax4 P1,Negamax4 P8 T0.25,0,4,0,78,11.980178356170654,Negamax4,Negamax4
Negamax5B P8,Neural Bot winner.pkl,4,0,0,34,1.957611083984375,Negamax5B,NeuralBot
Negamax2 P2,Negamax5 P8 T0.01,0,4,0,88,4.9171528816223145,Negamax2,Negamax5
Negamax3 P1,Negamax5B P8 T0.025,0,4,0,50,1.9046268463134766,Negamax3,Negamax5B
Negamax5 P4 T0.01,Negamax5 P4 T0.1,3,0,1,122,0.2790658473968506,Negamax5,Negamax5
Negamax4 P2,Negamax5 P10 T0.01,0,3,1,106,14.91086483001709,Negamax4,Negamax5
Negamax3 P2,Negamax5 P6 T0.25,1,3,0,93,0.6358730792999268,Negamax3,Negamax5
Negamax4 P4 T0.1,Negamax5B P12 T0.025,0,4,0,132,94.48080277442932,Negamax4,Negamax5B
Negamax5 P4 T0.025,Negamax5 P12 T0.025,0,4,0,116,113.10533165931702,Negamax5,Negamax5
Negamax2 P4,Negamax4 P10,0,4,0,132,141.96386051177979,Negamax2,Negamax4
Negamax2 P2,Negamax5 P8,0,4,0,98,4.243837833404541,Negamax2,Negamax5
Negamax4 P6 T0.1,Neural Bot genomes/winner8.pkl,3,1,0,87,0.5641138553619385,Negamax4,NeuralBot
Negamax P4,Negamax2 P4,1,1,2,141,0.8282299041748047,Negamax,Negamax2
Negamax5B P6 T0.1,Negamax5B P8 T0.01,0,2,2,160,3.9751198291778564,Negamax5B,Negamax5B
Negamax5 P1,Negamax5B P8 T0.025,0,4,0,56,2.9704809188842773,Negamax5,Negamax5B
Negamax5 P4 T0.1,Neural Bot genomes/winner2_gen1200.pkl,4,0,0,70,0.14475297927856445,Negamax5,NeuralBot
Negamax5B P10 T0.01,Negamax5B P12 T0.025,0,0,4,168,108.80154752731323,Negamax5B,Negamax5B
Negamax5 P4 T0.1,Negamax5B P6,1,3,0,145,0.8092920780181885,Negamax5,Negamax5B
Neural Bot genomes/winner2_gen1200.pkl,Neural Bot genomes/winner_gen100.pkl,2,2,0,68,0.10564661026000977,NeuralBot,NeuralBot
Negamax3 P8,Negamax5B P6 T0.01,0,4,0,122,10.678929805755615,Negamax3,Negamax5B
Negamax4 P4 T0.25,Neural Bot winner_gen700.pkl,4,0,0,64,0.09567785263061523,Negamax4,NeuralBot
Negamax3 P1,Negamax5 P12,0,4,0,48,124.76398301124573,Negamax3,Negamax5
Negamax5 P4 T0.025,Neural Bot winner_1gen1000.pkl,4,0,0,58,0.14252114295959473,Negamax5,NeuralBot
Negamax5 P2,Negamax5 P8 T0.025,0,4,0,104,4.567718744277954,Negamax5,Negamax5
Negamax5B P8 T0.1,Negamax5B P8 T0.25,0,0,4,168,6.471533298492432,Negamax5B,Negamax5B
Negamax5B P12 T0.25,Neural Bot winner_1gen50.pkl,4,0,0,30,40.53567123413086,Negamax5B,NeuralBot
Negamax5 P1,Negamax5 P10 T0.1,0,4,0,66,31.806074380874634,Negamax5,Negamax5
Negamax4 P10 T0.025,Neural Bot winner_1gen1000.pkl,4,0,0,66,51.148711919784546,Negamax4,NeuralBot
Negamax5 P8 T0.25,Negamax5B P10 T0.25,0,3,1,147,17.248464584350586,Negamax5,Negamax5B
Negamax4 P10 T0.25,Negamax5 P2,2,1,1,139,90.17131209373474,Negamax4,Negamax5
Negamax5B P6 T0.01,Neural Bot genomes/winner9_gen800.pkl,4,0,0,58,0.4026525020599365,Negamax5B,NeuralBot
Negamax4 P4 T0.1,Neural Bot genomes/winner3_gen800.pkl,4,0,0,66,0.17840194702148438,Negamax4,NeuralBot
Negamax5 P4 T0.1,Negamax5B P12 T0.01,0,4,0,136,170.2759394645691,Negamax5,Negamax5B
Negamax5 P4 T0.025,Negamax5B P12 T0.025,0,4,0,118,80.95374822616577,Negamax5,Negamax5B
Negamax4 P4 T0.1,Negamax5B P4,0,4,0,128,0.1806955337524414,Negamax4,Negamax5B
Negamax4 P8 T0.01,Negamax5 P12 T0.01,0,4,0,138,154.45170211791992,Negamax4,Negamax5
Negamax3 P2,Negamax5 P1,4,0,0,70,0.012956619262695312,Negamax3,Negamax5
Negamax5 P2,Neural Bot genomes/winner4_gen300.pkl,4,0,0,82,0.03388643264770508,Negamax5,NeuralBot
Negamax2 P4,Negamax3 P4,3,1,0,147,0.3956756591796875,Negamax2,Negamax3
Negamax5B P6,Negamax5B P12 T0.01,0,0,4,168,105.29270768165588,Negamax5B,Negamax5B
Negamax5 P10,Neural Bot genomes/winner3_gen1000.pkl,4,0,0,100,16.687045335769653,Negamax5,NeuralBot
Negamax P4,Negamax4 P4 T0.1,1,3,0,137,0.7400481700897217,Negamax,Negamax4
Negamax3 P2,Negamax5B P2,0,4,0,120,0.02719259262084961,Negamax3,Negamax5B
Negamax P1,Negamax5B P4,0,4,0,32,0.03887057304382324,Negamax,Negamax5B
Negamax4 P10 T0.01,Neural Bot genomes/winner7_gen900.pkl,4,0,0,70,60.84066867828369,Negamax4,NeuralBot
Negamax5 P4,Neural Bot genomes/winner7_gen900.pkl,4,0,0,66,0.08870434761047363,Negamax5,NeuralBot
Negamax4 P10 T0.01,Negamax5 P10 T0.01,1,2,1,155,189.74223446846008,Negamax4,Negamax5
Negamax5B P12 T0.1,Neural Bot genomes/winner8.pkl,4,0,0,54,78.3204038143158,Negamax5B,NeuralBot
Negamax4 P8,Negamax4 P6 T0.025,2,1,1,142,10.761274576187134,Negamax4,Negamax4
Negamax4 P6,Negamax5B P4 T0.01,0,3,1,136,0.688176155090332,Negamax4,Negamax5B
Negamax5 P4 T0.25,Neural Bot winner_gen200.pkl,4,0,0,68,0.09007644653320312,Negamax5,NeuralBot
Negamax5 P8 T0.025,Neural Bot genomes/winner.pkl,3,1,0,77,2.8955671787261963,Negamax5,NeuralBot
Negamax5B P6,Neural Bot genomes/winner2_gen1200.pkl,4,0,0,78,0.5890305042266846,Negamax5B,NeuralBot
Negamax3 P1,Negamax5 P6 T0.25,0,4,0,52,0.4983329772949219,Negamax3,Negamax5
Neural Bot winner_gen700.pkl,Neural Bot genomes/winner4_gen300.pkl,0,4,0,30,0.03488349914550781,NeuralBot,NeuralBot
Negamax5 P8 T0.1,Neural Bot winner_gen100.pkl,4,0,0,62,2.75577974319458,Negamax5,NeuralBot
Negamax5 P8 T0.1,Negamax5B P10 T0.01,0,3,1,135,24.558960437774658,Negamax5,Negamax5B
Negamax5 P1,Negamax5 P10 T0.25,0,4,0,68,24.6018168926239,Negamax5,Negamax5
Default Bot,Neural Bot genomes/winner6_gen200.pkl,2,2,0,28,0.00697636604309082,DefaultBot,NeuralBot
Negamax5B P10,Neural Bot winner_gen100.pkl,4,0,0,62,14.036370277404785,Negamax5B,NeuralBot
Negamax4 P6 T0.1,Negamax5B P1,4,0,0,64,0.41959643363952637,Negamax4,Negamax5B
Random Bot,Neural Bot genomes/winner.pkl,1,3,0,41,0.012957572937011719,RandomBot,NeuralBot
Negamax P4,Negamax4 P6 T0.01,0,4,0,102,1.67938232421875,Negamax,Negamax4
Negamax P2,Negamax5B P4 T0.01,0,3,1,117,0.11760687828063965,Negamax,Negamax5B
Negamax5 P8 T0.01,Neural Bot genomes/winner4_gen300.pkl,4,0,0,72,2.320742130279541,Negamax5,NeuralBot
Negamax4 P4 T0.01,Negamax5 P12 T0.25,1,3,0,141,133.78754925727844,Negamax4,Negamax5
Negamax4 P8,Neural Bot genomes/winne7.pkl,4,0,0,68,4.556265592575073,Negamax4,NeuralBot
Negamax5B P4 T0.1,Negamax5B P12 T0.25,0,0,4,168,105.27841663360596,Negamax5B,Negamax5B
Negamax5 P12,Neural Bot winner_1gen400.pkl,4,0,0,68,182.96120405197144,Negamax5,NeuralBot
Negamax2 P1,Negamax5 P6 T0.025,0,4,0,54,0.48537611961364746,Negamax2,Negamax5
Negamax3 P4,Negamax3 P6,1,3,0,129,1.6435010433197021,Negamax3,Negamax3
Negamax P1,Negamax5B P2,0,4,0,32,0.003986358642578125,Negamax,Negamax5B
Negamax P6,Negamax5B P6,0,4,0,128,15.246751308441162,Negamax,Negamax5B
Negamax5B P4,Negamax5B P4 T0.01,0,0,4,168,0.19779276847839355,Negamax5B,Negamax5B
Negamax4 P10 T0.01,Negamax5 P10,2,2,0,128,169.51390051841736,Negamax4,Negamax5
Negamax5B P2,Negamax5B P10 T0.25,0,2,2,122,15.235987901687622,Negamax5B,Negamax5B
Negamax5 P4 T0.025,Negamax5B P10 T0.01,0,4,0,134,15.091472387313843,Negamax5,Negamax5B
Negamax4 P4 T0.1,Neural Bot genomes/winner9_gen800.pkl,4,0,0,66,0.07674145698547363,Negamax4,NeuralBot
Negamax5B P12,Negamax5B P12 T0.025,0,0,4,168,170.05239152908325,Negamax5B,Negamax5B
Negamax2 P2,Neural Bot genomes/winner8.pkl,4,0,0,68,0.02229595184326172,Negamax2,NeuralBot
Negamax5B P4 T0.25,Neural Bot genomes/checkpoint_gen200.pkl,4,0,0,42,0.0847172737121582,Negamax5B,NeuralBot
Negamax5 P4 T0.1,Negamax5 P10 T0.025,2,2,0,128,26.727798461914062,Negamax5,Negamax5
Negamax5 P8 T0.01,Negamax5B P10 T0.025,1,3,0,153,25.93800687789917,Negamax5,Negamax5B
Negamax5B P12,Negamax5B P6 T0.1,0,0,4,168,105.85581374168396,Negamax5B,Negamax5B
Negamax5B P4 T0.01,Neural Bot genomes/winner_gen100.pkl,4,0,0,54,0.08371925354003906,Negamax5B,NeuralBot
Negamax5 P12 T0.025,Negamax5B P4,0,4,0,138,96.26782965660095,Negamax5,Negamax5B
Negamax5 P8,Neural Bot winner_gen200.pkl,4,0,0,58,2.375922918319702,Negamax5,NeuralBot
Negamax5 P10 T0.25,Negamax5B P4 T0.1,0,2,2,153,22.142069578170776,Negamax5,Negamax5B
Negamax2 P2,Negamax5B P6 T0.01,0,4,0,108,0.7496719360351562,Negamax2,Negamax5B
Negamax4 P4,Neural Bot genomes/winner8.pkl,4,0,0,72,0.0757591724395752,Negamax4,NeuralBot
Negamax5 P4 T0.01,Negamax5B P6 T0.01,0,3,1,144,0.7596499919891357,Negamax5,Negamax5B
Negamax3 P6,Negamax5 P4 T0.025,1,1,2,147,1.8192973136901855,Negamax3,Negamax5
Negamax5 P6 T0.25,Negamax5B P10 T0.1,0,4,0,134,16.29507088661194,Negamax5,Negamax5B
Negamax5B P8 T0.1,Negamax5B P12 T0.01,0,4,0,150,106.66706919670105,Negamax5B,Negamax5B
Negamax5B P8 T0.025,Neural Bot genomes/winner8.pkl,4,0,0,62,2.4488067626953125,Negamax5B,NeuralBot
Negamax2 P8,Negamax4 P4 T0.025,3,0,1,143,14.897662162780762,Negamax2,Negamax4
Negamax4 P4 T0.025,Neural Bot genomes/winner4_gen300.pkl,4,0,0,92,0.09966564178466797,Negamax4,NeuralBot
Negamax3 P6,Negamax4 P6 T0.25,0,1,3,163,2.5624263286590576,Negamax3,Negamax4
Negamax5 P12,Neural Bot genomes/winner9_gen800.pkl,4,0,0,58,74.92958569526672,Negamax5,NeuralBot
Negamax5 P6 T0.01,Neural Bot genomes/winne7.pkl,4,0,0,76,0.5195522308349609,Negamax5,NeuralBot
Negamax4 P8 T0.25,Negamax5B P8 T0.025,0,4,0,130,7.971746444702148,Negamax4,Negamax5B
Negamax4 P4 T0.25,Negamax5B P6,0,4,0,124,0.9338757991790771,Negamax4,Negamax5B
Negamax5 P10 T0.01,Negamax5 P10 T0.025,2,1,1,157,62.056771993637085,Negamax5,Negamax5
Negamax5B P8 T0.1,Neural Bot winner_1gen1500.pkl,4,0,0,62,5.191630125045776,Negamax5B,NeuralBot
Negamax2 P8,Negamax5 P10,0,4,0,146,50.04209589958191,Negamax2,Negamax5
Negamax5B P12 T0.25,Neural Bot genomes/winner3_gen800.pkl,4,0,0,54,79.07302212715149,Negamax5B,NeuralBot
Negamax5B P8 T0.01,Negamax5B P10 T0.025,0,0,4,168,21.546192169189453,Negamax5B,Negamax5B
Negamax5 P8,Negamax5 P10 T0.01,2,1,1,126,43.381725788116455,Negamax5,Negamax5
Negamax3 P6,Neural Bot genomes/winner9_gen800.pkl,4,0,0,60,0.8571336269378662,Negamax3,NeuralBot
Negamax4 P4 T0.25,Negamax5B P6 T0.01,1,3,0,139,0.960186243057251,Negamax4,Negamax5B
Negamax5B P6 T0.01,Neural Bot genomes/winne7.pkl,4,0,0,58,0.457470178604126,Negamax5B,NeuralBot
Negamax4 P2,Neural Bot genomes/winner3_gen800.pkl,3,1,0,65,0.153486967086792,Negamax4,NeuralBot
Negamax5B P6 T0.01,Neural Bot winner.pkl,4,0,0,34,0.33190441131591797,Negamax5B,NeuralBot
Negamax4 P6 T0.25,Negamax4 P8 T0.1,1,2,1,144,18.38852071762085,Negamax4,Negamax4
Negamax5 P4 T0.25,Neural Bot genomes/winner_gen100.pkl,4,0,0,70,0.11362004280090332,Negamax5,NeuralBot
Negamax2 P6,Negamax5B P10 T0.25,0,3,1,143,34.27280044555664,Negamax2,Negamax5B
Negamax4 P4 T0.01,Negamax5 P6 T0.01,0,3,1,115,1.237858533859253,Negamax4,Negamax5
Negamax2 P8,Neural Bot winner_gen200.pkl,4,0,0,60,7.544240236282349,Negamax2,NeuralBot
Negamax4 P10 T0.25,Negamax5B P4 T0.1,0,3,1,143,62.7374107837677,Negamax4,Negamax5B
Negamax2 P1,Neural Bot winner_1gen1500.pkl,0,4,0,42,0.03787374496459961,Negamax2,NeuralBot
Negamax4 P10 T0.25,Neural Bot winner_gen700.pkl,4,0,0,66,34.11697268486023,Negamax4,NeuralBot
Negamax5B P10 T0.01,Negamax5B P10 T0.025,0,0,4,168,32.497732162475586,Negamax5B,Negamax5B
Negamax5B P6 T0.01,Neural Bot genomes/checkpoint_gen200.pkl,4,0,0,42,0.3488335609436035,Negamax5B,NeuralBot
Negamax5 P4 T0.025,Random Bot,4,0,0,82,0.09268975257873535,Negamax5,RandomBot
Negamax5B P8 T0.1,Default Bot,4,0,0,34,1.7102775573730469,Negamax5B,DefaultBot
Negamax4 P4 T0.025,Negamax5 P10 T0.01,0,4,0,90,28.314603090286255,Negamax4,Negamax5
Negamax3 P6,Negamax5B P8 T0.25,0,4,0,124,5.5912926197052,Negamax3,Negamax5B
Negamax5B P4 T0.025,Neural Bot genomes/winne7.pkl,4,0,0,58,0.06378626823425293,Negamax5B,NeuralBot
Negamax5B P6 T0.025,Negamax5B P12 T0.025,0,0,4,168,107.32825517654419,Negamax5B,Negamax5B
Negamax3 P4,Negamax5 P12 T0.01,0,4,0,134,118.74870300292969,Negamax3,Negamax5
Negamax5 P12,Negamax5B P8,0,4,0,156,126.3491997718811,Negamax5,Negamax5B
Negamax5 P6 T0.25,Negamax5 P10 T0.025,0,1,3,161,28.073540449142456,Negamax5,Negamax5
Negamax4 P6 T0.1,Negamax5 P12 T0.25,1,3,0,137,132.5077691078186,Negamax4,Negamax5
Negamax5 P6 T0.025,Neural Bot winner.pkl,4,0,0,82,0.5934798717498779,Negamax5,NeuralBot
Negamax4 P2,Negamax4 P6,0,3,1,94,0.5680992603302002,Negamax4,Negamax4
Negamax2 P8,Negamax5 P12,1,3,0,159,165.90498805046082,Negamax2,Negamax5
Negamax4 P6 T0.25,Negamax5B P1,4,0,0,56,0.426572322845459,Negamax4,Negamax5B
Negamax5B P12,Neural Bot winner_1gen400.pkl,4,0,0,34,132.6107165813446,Negamax5B,NeuralBot
Negamax5 P8,Neural Bot genomes/checkpoint_gen200.pkl,4,0,0,82,4.241330146789551,Negamax5,NeuralBot
Negamax5B P4 T0.01,Neural Bot genomes/checkpoint_gen200.pkl,4,0,0,42,0.08571386337280273,Negamax5B,NeuralBot
Negamax P2,Neural Bot genomes/winner5_gen300.pkl,4,0,0,74,0.02790522575378418,Negamax,NeuralBot
Negamax3 P8,Negamax5B P4 T0.025,1,3,0,147,10.707040548324585,Negamax3,Negamax5B
Negamax4 P8 T0.25,Neural Bot winner_1gen50.pkl,4,0,0,66,7.193905353546143,Negamax4,NeuralBot
Negamax3 P2,Negamax4 P6 T0.25,0,4,0,118,0.9339122772216797,Negamax3,Negamax4
Negamax5B P4 T0.1,Neural Bot genomes/winner.pkl,4,0,0,58,0.07574605941772461,Negamax5B,NeuralBot
Negamax5 P10 T0.025,Random Bot,4,0,0,74,26.506017446517944,Negamax5,RandomBot
Negamax5 P6 T0.25,Neural Bot winner_gen700.pkl,4,0,0,66,0.5132832527160645,Negamax5,NeuralBot
Negamax2 P4,Negamax5 P10 T0.1,1,3,0,135,41.40109968185425,Negamax2,Negamax5
Negamax3 P2,Negamax5 P8 T0.25,1,2,1,115,6.439140558242798,Negamax3,Negamax5
Negamax5 P6 T0.01,Negamax5B P12 T0.1,0,4,0,124,91.29215431213379,Negamax5,Negamax5B
Negamax5 P8 T0.25,Negamax5B P6 T0.01,1,2,1,139,3.8986639976501465,Negamax5,Negamax5B
Negamax5B P6 T0.1,Neural Bot winner_gen700.pkl,4,0,0,30,0.23321914672851562,Negamax5B,NeuralBot
Negamax5 P4 T0.01,Negamax5 P6 T0.25,1,2,1,125,1.0205857753753662,Negamax5,Negamax5
Negamax4 P6 T0.01,Negamax5 P12 T0.1,0,2,2,163,230.44488096237183,Negamax4,Negamax5
Negamax5 P4,Neural Bot genomes/winne7.pkl,4,0,0,58,0.058815956115722656,Negamax5,NeuralBot
Negamax5 P8 T0.25,Neural Bot winner_gen700.pkl,4,0,0,64,2.5459189414978027,Negamax5,NeuralBot
Negamax5 P10,Neural Bot genomes/winner2_gen1200.pkl,4,0,0,76,16.948233366012573,Negamax5,NeuralBot
Negamax4 P10 T0.01,Negamax5B P10 T0.1,0,3,1,156,96.08087849617004,Negamax4,Negamax5B
Negamax2 P4,Neural Bot genomes/winner3_gen800.pkl,4,0,0,80,0.2730891704559326,Negamax2,NeuralBot
Negamax4 P6,Negamax5 P2,4,0,0,112,0.8680956363677979,Negamax4,Negamax5
Negamax4 P10 T0.01,Negamax4 P10 T0.1,0,3,1,158,143.80325865745544,Negamax4,Negamax4
Negamax P6,Neural Bot genomes/winner8_gen300.pkl,4,0,0,72,11.20047903060913,Negamax,NeuralBot
Negamax5 P6,Negamax5 P6 T0.025,0,3,1,137,2.10296368598938,Negamax5,Negamax5
Negamax P2,Negamax2 P8,1,3,0,89,10.407821655273438,Negamax,Negamax2
Negamax3 P8,Negamax4 P10 T0.01,1,1,2,160,174.63100957870483,Negamax3,Negamax4
Negamax5 P6 T0.025,Neural Bot winner_1gen400.pkl,4,0,0,42,0.4484992027282715,Negamax5,NeuralBot
Negamax5 P4 T0.25,Neural Bot genomes/winner7_gen900.pkl,4,0,0,82,0.08770513534545898,Negamax5,NeuralBot
Negamax2 P8,Negamax5B P10,0,4,0,134,28.243340253829956,Negamax2,Negamax5B
Negamax5 P10,Negamax5B P10 T0.025,0,4,0,138,32.009177446365356,Negamax5,Negamax5B
Negamax5 P10 T0.25,Negamax5B P12 T0.01,0,4,0,128,101.56174826622009,Negamax5,Negamax5B
Negamax3 P1,Neural Bot winner_1gen1000.pkl,3,1,0,49,0.053819894790649414,Negamax3,NeuralBot
Negamax3 P6,Negamax4 P4,4,0,0,128,1.4102592468261719,Negamax3,Negamax4
Negamax5 P6 T0.1,Negamax5 P10 T0.25,1,3,0,127,24.945688247680664,Negamax5,Negamax5
Negamax4 P10,Negamax5 P8,3,0,1,156,121.95147228240967,Negamax4,Negamax5
Negamax5B P8 T0.025,Neural Bot genomes/winner.pkl,4,0,0,58,2.536513328552246,Negamax5B,NeuralBot
Negamax4 P10 T0.25,Negamax5B P4 T0.025,0,3,1,154,54.00391435623169,Negamax4,Negamax5B
Negamax4 P8,Negamax5B P2,1,2,1,154,4.10833740234375,Negamax4,Negamax5B
Negamax5 P6 T0.25,Negamax5B P6 T0.01,1,3,0,147,1.133208990097046,Negamax5,Negamax5B
Negamax4 P8 T0.025,Negamax5B P10 T0.25,0,4,0,134,30.31268048286438,Negamax4,Negamax5B
Negamax5B P8,Neural Bot winner_1gen400.pkl,4,0,0,34,4.58856463432312,Negamax5B,NeuralBot
Negamax2 P6,Negamax5B P8,0,4,0,110,6.529071569442749,Negamax2,Negamax5B
Negamax4 P2,Neural Bot genomes/winner9_gen800.pkl,3,1,0,79,0.015946388244628906,Negamax4,NeuralBot
Negamax4 P4 T0.25,Negamax4 P6 T0.025,2,1,1,126,1.125234603881836,Negamax4,Negamax4
Negamax4 P6,Negamax5B P12 T0.01,0,3,1,124,105.54507660865784,Negamax4,Negamax5B
Negamax5 P6 T0.25,Negamax5 P12 T0.01,1,1,2,128,127.15918493270874,Negamax5,Negamax5
Negamax4 P10 T0.1,Negamax5B P2,0,3,1,136,46.723167419433594,Negamax4,Negamax5B
Negamax4 P4,Negamax5 P10 T0.01,0,4,0,122,26.72376275062561,Negamax4,Negamax5
Negamax2 P2,Negamax3 P8,0,3,1,96,11.40021300315857,Negamax2,Negamax3
Negamax4 P10 T0.25,Negamax5B P12 T0.01,0,4,0,152,158.72027254104614,Negamax4,Negamax5B
Negamax5 P8 T0.025,Neural Bot genomes/winner_gen100.pkl,4,0,0,72,3.142874002456665,Negamax5,NeuralBot
Negamax5B P4,Neural Bot winner_1gen50.pkl,4,0,0,30,0.05282282829284668,Negamax5B,NeuralBot
Negamax P4,Negamax5 P6 T0.01,1,2,1,148,1.9410145282745361,Negamax,Negamax5
Negamax5 P6 T0.25,Negamax5 P8 T0.25,1,2,1,143,5.489341497421265,Negamax5,Negamax5
Negamax4 P8 T0.25,Negamax5B P10,1,3,0,139,27.261669635772705,Negamax4,Negamax5B
Negamax5 P8 T0.01,Negamax5 P12 T0.1,1,3,0,117,101.69581818580627,Negamax5,Negamax5
Negamax5B P8,Neural Bot winner_gen1000.pkl,4,0,0,70,4.901118516921997,Negamax5B,NeuralBot
Negamax4 P10 T0.1,Neural Bot genomes/winne7.pkl,3,1,0,73,76.21543598175049,Negamax4,NeuralBot
Negamax5 P12 T0.025,Negamax5B P4 T0.01,1,2,1,139,93.23512530326843,Negamax5,Negamax5B
Negamax5 P6,Negamax5B P4,2,0,2,125,0.5594043731689453,Negamax5,Negamax5B
Negamax5 P8 T0.025,Negamax5B P6 T0.025,1,3,0,135,4.316843032836914,Negamax5,Negamax5B
Random Bot,Neural Bot genomes/checkpoint_gen100.pkl,3,1,0,73,0.023920774459838867,RandomBot,NeuralBot
Negamax4 P10 T0.025,Negamax5 P6 T0.01,2,2,0,138,130.62756633758545,Negamax4,Negamax5
Negamax4 P4,Negamax5 P4 T0.25,1,1,2,137,0.24717307090759277,Negamax4,Negamax5
Negamax5B P8 T0.01,Neural Bot winner_gen200.pkl,4,0,0,50,1.92057466506958,Negamax5B,NeuralBot
Negamax5 P4 T0.01,Negamax5 P10 T0.01,0,4,0,124,22.995721101760864,Negamax5,Negamax5
Negamax5B P2,Neural Bot winner.pkl,4,0,0,34,0.020928382873535156,Negamax5B,NeuralBot
Negamax4 P10 T0.1,Negamax5 P6 T0.1,2,2,0,124,107.33722043037415,Negamax4,Negamax5
Negamax4 P4 T0.25,Negamax5 P8 T0.25,0,3,1,125,6.864310026168823,Negamax4,Negamax5
Negamax5 P8 T0.025,Neural Bot winner_gen1000.pkl,4,0,0,72,5.379004240036011,Negamax5,NeuralBot
Negamax5 P4 T0.01,Neural Bot genomes/winner6_gen200.pkl,4,0,0,70,0.07474970817565918,Negamax5,NeuralBot
Negamax5 P8 T0.25,Negamax5B P8 T0.1,0,4,0,148,6.685631513595581,Negamax5,Negamax5B
Negamax5B P2,Neural Bot winner_gen700.pkl,4,0,0,30,0.027906179428100586,Negamax5B,NeuralBot
Negamax5 P6,Negamax5B P12,0,3,1,147,83.55701041221619,Negamax5,Negamax5B
Negamax4 P10 T0.01,Negamax5 P12 T0.025,2,1,1,153,254.78289675712585,Negamax4,Negamax5
Negamax5B P10 T0.25,Neural Bot genomes/winner9_gen800.pkl,4,0,0,86,15.436809778213501,Negamax5B,NeuralBot
